peak	cluster
chr8.12677163.12677285	C6
chr8.12793612.12793797	C3
chr8.12853675.12853799	C1
chr8.12886152.12886278	C2
chr8.13012873.13012941	C1
chr8.13076775.13077039	C4
chr8.13170328.13170523	C6
chr8.13213558.13213870	C3
chr8.13311887.13312017	C6
chr8.13347500.13347702	C4
chr8.13449923.13450118	C3
chr8.13518417.13518531	C2
chr8.13574813.13574919	C3
chr8.13602637.13602751	C1
chr8.13617628.13618137	C6
chr8.13657781.13658148	C10
chr8.13664579.13664957	C2
chr8.13670666.13671058	C6
chr8.13671209.13671388	C6
chr8.13784032.13784196	C3
chr8.13786773.13786934	C1
chr8.13796922.13797140	C1
chr8.13798323.13798469	C7
chr8.13798896.13799162	C13
chr8.13894567.13894968	C9
chr8.13956477.13956814	C6
chr8.13993605.13993899	C4
chr8.14037546.14037987	C6
chr8.14081545.14081700	C14
chr8.14081815.14082149	C6
chr8.14103025.14103123	C2
chr8.14193454.14194797	C9
chr8.14199693.14200634	C5
chr8.14209100.14210430	C5
chr8.14330753.14330982	C1
chr8.14340281.14340693	C6
chr8.14364630.14364957	C3
chr8.14412490.14412813	C5
chr8.14477765.14477972	C6
chr8.14537180.14537446	C6
chr8.14721404.14721807	C3
chr8.14769129.14769572	C1
chr8.14773813.14773955	C4
chr8.14876390.14876627	C9
chr8.14893267.14893883	C6
chr8.14894685.14894800	C2
chr8.14932423.14932617	C7
chr8.14935725.14936196	C4
chr8.14944350.14944768	C2
chr8.14951470.14951797	C9
chr8.14974669.14974850	C6
chr8.14975249.14975543	C2
chr8.15014689.15014762	C2
chr8.15016995.15017217	C1
chr8.15034179.15034283	C2
chr8.15072619.15072715	C3
chr8.15177505.15177613	C1
chr8.15234044.15234234	C1
chr8.15275339.15275693	C10
chr8.15313783.15313913	C6
chr8.15320792.15321364	C6
chr8.15357524.15357786	C3
chr8.15358210.15358429	C3
chr8.15420346.15420567	C3
chr8.15427053.15427303	C1
chr8.15430477.15430558	C3
chr8.15465629.15466338	C6
chr8.15516852.15517305	C6
chr8.15581286.15581713	C3
chr8.15601657.15601794	C9
chr8.15614030.15614556	C5
chr8.15651970.15652033	C3
chr8.15657620.15657823	C3
chr8.15704446.15704591	C10
chr8.15750929.15751089	C2
chr8.15798188.15798280	C3
chr8.15895299.15895368	C3
chr8.15899872.15899984	C2
chr8.15928424.15929061	C3
chr8.15952271.15952564	C3
chr8.15989318.15989846	C11
chr8.16004952.16005089	C14
chr8.16027551.16027629	C3
chr8.16036159.16036224	C6
chr8.16135183.16135592	C4
chr8.16139110.16139421	C7
chr8.16243937.16244043	C3
chr8.16364208.16364580	C3
chr8.16365364.16365533	C3
chr8.16400050.16400162	C2
chr8.16436918.16437990	C6
chr8.16459337.16459539	C2
chr8.16518575.16519103	C6
chr8.16577961.16578132	C6
chr8.16616677.16616796	C6
chr8.16617273.16617371	C15
chr8.16643468.16643987	C2
chr8.16649858.16650041	C4
chr8.16727719.16728017	C9
chr8.16741386.16741553	C3
chr8.16818759.16818862	C6
chr8.16896282.16896505	C6
chr8.16915821.16916373	C3
chr8.17005063.17005161	C6
chr8.17033405.17033927	C10
chr8.17037369.17038013	C6
chr8.17047986.17048080	C6
chr8.17094092.17094233	C6
chr8.17100175.17100398	C5
chr8.17132335.17132823	C1
chr8.17132936.17133125	C1
chr8.17154376.17154591	C5
chr8.17429035.17429113	C3
chr8.17487893.17488178	C8
chr8.17551235.17552598	C6
chr8.17555015.17555096	C3
chr8.17699629.17699809	C3
chr8.17733250.17733332	C1
chr8.17749514.17749666	C11
chr8.17826031.17826199	C3
chr8.17853202.17853341	C6
chr8.17866685.17866926	C3
chr8.17891541.17891942	C10
chr8.17939585.17939735	C2
chr8.17940860.17941816	C6
chr8.17941921.17942319	C6
chr8.18067065.18067181	C14
chr8.18075467.18075588	C6
chr8.18075703.18076804	C6
chr8.18094382.18094551	C3
chr8.18102580.18102810	C2
chr8.18160323.18160434	C4
chr8.18185320.18186005	C4
chr8.18191503.18191673	C13
chr8.18202383.18202479	C1
chr8.18273710.18274377	C6
chr8.18275309.18275828	C3
chr8.18325215.18326370	C6
chr8.18366171.18366573	C3
chr8.18366691.18367013	C6
chr8.18367155.18368246	C6
chr8.18368393.18368808	C6
chr8.18385527.18385642	C1
chr8.18411212.18411543	C6
chr8.18411819.18413257	C6
chr8.18434914.18435023	C2
chr8.18557441.18557688	C6
chr8.18561357.18561489	C2
chr8.18573429.18573611	C3
chr8.18747975.18748192	C10
chr8.18778828.18778907	C1
chr8.18805977.18806691	C6
chr8.18807125.18807430	C2
chr8.18822826.18823114	C6
chr8.18823294.18823623	C6
chr8.18823818.18823921	C6
chr8.18824718.18824967	C2
chr8.18825092.18825190	C2
chr8.18839187.18839289	C10
chr8.18851419.18851614	C2
chr8.18895737.18896074	C3
chr8.18907146.18907337	C4
chr8.18956024.18956184	C13
chr8.18964825.18965034	C3
chr8.19005239.19005667	C6
chr8.19005825.19005971	C6
chr8.19070576.19070647	C3
chr8.19080742.19080830	C3
chr8.19142574.19142680	C10
chr8.19146996.19147080	C1
chr8.19149160.19149316	C6
chr8.19149638.19150037	C2
chr8.19166124.19166282	C5
chr8.19233766.19233917	C3
chr8.19304478.19304620	C2
chr8.19304740.19304904	C3
chr8.19540089.19540354	C5
chr8.19632004.19632464	C5
chr8.19649377.19650143	C6
chr8.19715117.19715200	C3
chr8.19751919.19752044	C2
chr8.19759080.19759275	C6
chr8.19796027.19796144	C1
chr8.19825469.19825729	C6
chr8.19832610.19832799	C3
chr8.19853334.19853801	C5
chr8.19874894.19876024	C2
chr8.19981074.19981990	C6
chr8.19993892.19994113	C15
chr8.19999564.20000132	C3
chr8.20175483.20175546	C1
chr8.20194112.20194263	C1
chr8.20209404.20209580	C3
chr8.20234813.20234882	C13
chr8.20275320.20275444	C3
chr8.20280785.20280897	C3
chr8.20328076.20328215	C1
chr8.20360619.20360763	C8
chr8.20360992.20361196	C8
chr8.20379599.20379875	C3
chr8.20398120.20398258	C1
chr8.20421855.20421964	C3
chr8.20446489.20446703	C1
chr8.20448815.20449046	C6
chr8.20478596.20478741	C4
chr8.20482013.20482399	C9
chr8.20504227.20504636	C1
chr8.20519715.20519904	C3
chr8.20536297.20536530	C3
chr8.20544717.20544850	C1
chr8.20547653.20548089	C5
chr8.20669314.20669444	C6
chr8.20721606.20721714	C3
chr8.20726376.20727656	C5
chr8.20846881.20847094	C6
chr8.20855355.20855423	C3
chr8.20859653.20859810	C6
chr8.20897321.20897527	C3
chr8.20915365.20915504	C1
chr8.20946594.20946900	C3
chr8.21027866.21028326	C6
chr8.21076705.21076980	C9
chr8.21083748.21083837	C3
chr8.21105357.21105474	C3
chr8.21114312.21114447	C3
chr8.21123663.21123858	C2
chr8.21142066.21142243	C3
chr8.21164998.21165203	C1
chr8.21310236.21311454	C12
chrU.127601.127764	C1
chrU.256247.256344	C1
chrU.756518.756582	C1
chrU.1724913.1725098	C7
chrU.1776806.1777052	C1
chrU.1793742.1794110	C1
chrU.2969655.2970034	C1
chrU.3440059.3440163	C1
chrU.3440658.3440732	C1
chrU.3845129.3845252	C1
chrU.4022100.4022173	C1
chrU.4309971.4310335	C1
chrU.4419115.4419311	C1
chrV.207943.208062	C1
chrV.244593.244781	C1
chrV.898082.898287	C11
chrV.1204478.1204614	C9
chrV.1239248.1239495	C3
chrV.1245704.1245970	C3
chrV.1261149.1261239	C3
chrV.1305556.1305644	C1
chrV.1351649.1352056	C1
chrV.1407059.1407619	C6
chrV.1444136.1444423	C4
chrV.1501960.1502186	C3
chrV.1632218.1632283	C1
chrV.1667667.1667859	C1
chrV.1869209.1869571	C12
chrV.1900184.1900324	C1
chrV.2029897.2030170	C1
chrV.2148243.2148657	C11
chrV.2148767.2148893	C11
chrV.2272581.2273074	C3
chrV.2276773.2276859	C1
chrV.2316931.2317035	C1
chrV.3090072.3090282	C1
chrV.3403298.3403361	C1
chrV.3456957.3457122	C1
chrV.3472420.3472560	C1
chrV.3608225.3608384	C1
chrV.3783816.3783915	C1
chrV.3956273.3956623	C12
chrV.4080147.4080221	C1
chrV.4099617.4099695	C10
chrV.4099879.4100292	C1
chrV.4175490.4175569	C1
chrV.4189335.4189532	C11
chrV.4296348.4296499	C1
chrV.4317858.4318060	C1
chrV.4551239.4551302	C1
chrV.4572348.4572791	C1
chrV.4713659.4713994	C11
chrV.4714240.4714364	C11
chrV.4869431.4869602	C3
chrV.4870725.4870976	C3
chrV.5449695.5449853	C4
chrV.5466823.5466989	C6
chrV.5497826.5497912	C3
chrV.5642576.5642736	C3
chrV.5889834.5889897	C1
chrV.5950381.5950519	C1
chrV.6135525.6135816	C1
chrV.6208445.6208687	C1
chrV.7016553.7020140	C1
chrV.7021661.7022094	C1
chrV.7395203.7396734	C1
chrV.7396808.7397237	C1
chrV.7397677.7397935	C1
chrV.7398160.7400077	C1
chrV.7404076.7404474	C1
chrV.7405048.7406354	C3
chrV.7406922.7407150	C3
chrV.7407728.7407952	C3
chrV.7408048.7409441	C1
unplaced-scaffold_016.129.231	C3
unplaced-scaffold_056.5020.5093	C1
unplaced-scaffold_056.8605.8979	C1
unplaced-scaffold_078.13918.14048	C2
unplaced-scaffold_078.44598.44812	C2
unplaced-scaffold_078.47863.48005	C3
unplaced-scaffold_108.8522.9032	C12
unplaced-scaffold_145.8801.9224	C10
unplaced-scaffold_170.5895.6156	C6
unplaced-scaffold_250.2871.3080	C3
unplaced-scaffold_250.3198.4110	C3
unplaced-scaffold_250.4738.5157	C3
unplaced-scaffold_250.12434.13335	C3
unplaced-scaffold_250.13517.13726	C3
unplaced-scaffold_250.16488.16632	C1
unplaced-scaffold_250.19126.19686	C3
unplaced-scaffold_279.735.1889	C1
unplaced-scaffold_279.8200.8289	C1
unplaced-scaffold_315.5819.6066	C3
unplaced-scaffold_330.130.540	C7
unplaced-scaffold_330.3107.4395	C7
unplaced-scaffold_362.4334.4518	C3
unplaced-scaffold_431.8492.8693	C6
unplaced-scaffold_432.44.150	C9
