Orthogroup,MpTak_v6.1r1.protein,Athaliana_447_Araport11.protein
OG0003416,Mp6g09430.1,"AT3G62130, AT5G26600"
OG0003417,Mp4g10510.1,"AT5G04040, AT3G57140"
OG0003418,Mp2g14660.1,AT3G54630
OG0003419,Mp4g14920.1,"AT5G18290, AT3G04090"
OG0003420,Mp1g12290.1,"AT3G50340, AT5G67020"
OG0003421,Mp3g15030.1,"AT3G06400, AT5G18620"
OG0003422,Mp7g03540.1,AT3G25690
OG0003423,Mp3g10590.1,AT3G20000
OG0003424,Mp1g04860.1,AT3G18430
OG0003425,Mp1g13240.1,"AT5G58970, AT3G54110"
OG0003426,Mp4g05880.1,"AT3G24780, AT5G13210, AT5G43400, AT5G43390"
OG0003427,Mp1g13770.1,AT3G26360
OG0003429,Mp2g04140.1,AT3G57560
OG0003430,"Mp7g15020.1, Mp7g15020.2, Mp7g15020.3",AT3G09320
OG0003432,"Mp5g00230.3, Mp5g00230.2, Mp5g00230.1",AT3G27700
OG0003433,Mp1g10560.1,"AT5G43100, AT3G50050"
OG0003435,Mp7g14100.1,"AT3G22360, AT3G27620, AT3G22370"
OG0003437,Mp4g21250.1,"AT3G03160, AT5G17190"
OG0003439,Mp7g05350.1,AT3G51390
OG0003441,Mp7g14370.1,"AT3G27300, AT5G40760"
OG0003442,Mp3g25340.1,"AT3G51640, AT3G51650"
OG0003443,Mp2g13620.1,AT3G25640
OG0003445,Mp7g13190.1,"AT3G03800, AT5G08080"
OG0003446,"Mp2g14040.2, Mp2g14040.1",AT3G54360
OG0003447,"Mp1g13010.1, Mp1g13010.2",AT3G60460
OG0003448,Mp3g11250.1,"AT3G07220, AT3G07260"
OG0003450,"Mp1g22810.1, Mp3g20810.1","AT3G45180, AT5G42300"
OG0003451,"Mp5g05100.2, Mp5g05100.1","AT3G45760, AT3G45750"
OG0003452,Mp3g24240.1,"AT3G44190, AT5G22140"
OG0003453,"Mp6g19710.1, Mp6g19710.3, Mp6g19710.2","AT5G17550, AT3G03490"
OG0003454,"Mp2g23460.2, Mp2g23460.1","AT3G19010, AT3G19000"
OG0003455,"Mp8g16760.1, Mp8g16760.2",AT3G28730
OG0003456,"Mp8g08590.1, Mp8g08590.2",AT3G49680
OG0003457,"Mp3g19290.2, Mp3g19290.1, Mp3g19290.3",AT3G22480
OG0003458,Mp1g16880.1,"AT5G19490, AT3G12480"
OG0003459,Mp7g09730.1,AT3G63460
OG0003460,Mp6g09810.1,"AT3G44150, AT3G11800"
OG0003461,Mp4g04730.1,AT3G24100
OG0003462,"Mp8g09650.2, Mp8g09650.4, Mp8g09650.1, Mp8g09650.3",AT3G22990
OG0003463,Mp5g20130.1,"AT3G49880, AT5G67540"
OG0003464,Mp1g04690.1,AT3G56870
OG0003465,Mp3g24810.1,AT3G06483
OG0003466,"Mp2g13030.2, Mp2g13030.1",AT3G16010
OG0003467,Mp7g18250.1,"AT3G56370, AT5G01890"
OG0003468,Mp8g06450.1,"AT5G27610, AT3G05380, AT3G21430"
OG0003469,Mp4g15340.1,"AT3G01890, AT5G14170"
OG0003470,"Mp4g20710.3, Mp4g20710.1, Mp4g20710.2, Mp4g20710.4, Mp4g20710.5, Mp4g20710.6",AT3G48425
OG0003471,"Mp1g17910.1, Mp1g17910.2","AT3G30775, AT5G38710"
OG0003472,Mp8g19000.1,AT3G47070
OG0003473,"Mp7g11520.2, Mp7g11520.1, Mp7g11520.3","AT3G12490, AT5G05110"
OG0003474,"Mp8g16920.1, Mp8g16920.2, Mp8g16920.3",AT3G01790
OG0003475,"Mp4g15250.1, Mp3g01270.1, Mp3g01270.2","AT3G02370, AT3G57360"
OG0003477,"Mp7g15840.2, Mp7g15840.1","AT5G16540, AT3G12680"
OG0003478,Mp1g04020.1,"AT5G06910, AT3G12170"
OG0003479,Mp5g02180.1,"AT5G48730, AT3G53170"
OG0003482,Mp3g09130.1,AT3G29385
OG0003483,"Mp4g18660.1, Mp4g18660.3, Mp4g18660.2","AT5G11470, AT3G15605"
OG0003484,"Mp1g22110.3, Mp1g22110.4, Mp1g22110.2, Mp1g22110.1",AT3G27340
OG0003487,Mp2g21180.1,AT3G55330
OG0003488,Mp3g13910.1,"AT5G02970, AT3G09690"
OG0003489,"Mp2g22070.1, Mp2g22070.2, Mp2g22070.4, Mp2g22070.3",AT3G46740
OG0003490,Mp1g04360.1,"AT3G05290, AT5G27520"
OG0003492,"Mp6g09040.1, Mp6g09040.2",AT3G01510
OG0003493,Mp4g21850.1,"AT3G28956, AT5G62950"
OG0003494,Mp1g26150.1,"AT3G08850, AT5G01770"
OG0003495,"Mp3g22030.1, Mp3g22030.2","AT5G27540, AT3G63150"
OG0003496,Mp5g07350.1,"AT5G60640, AT3G54960"
OG0003497,"Mp4g21220.1, Mp4g21220.2","AT5G59570, AT3G46640"
OG0003498,Mp1g23880.1,AT3G16630
OG0003499,Mp5g12930.1,AT3G11670
OG0003500,"Mp4g06490.2, Mp4g06490.1","AT3G11450, AT5G06110"
OG0003502,"Mp7g05440.1, Mp7g05440.3, Mp7g05440.2",AT3G29390
OG0003503,"Mp8g11760.1, Mp8g11750.1","AT3G50920, AT5G66450"
OG0003504,Mp5g23700.1,"AT3G10160, AT3G55630, AT5G05980"
OG0003505,Mp6g05290.1,"AT5G66220, AT5G66230, AT3G55120"
OG0003507,"Mp1g12060.1, Mp1g12060.2, Mp1g12060.3",AT3G22290
OG0003509,"Mp7g08090.2, Mp7g08090.1",AT3G03770
OG0003510,Mp6g07820.1,"AT3G51260, AT5G66140"
OG0003511,"Mp6g18570.2, Mp6g18570.1, Mp6g18570.4, Mp6g18570.3",AT3G19190
OG0003512,"Mp7g19210.1, Mp7g19210.2","AT3G11240, AT5G05700"
OG0003513,"Mp6g07390.2, Mp6g07390.1",AT3G50380
OG0003515,Mp2g17360.1,AT3G43240
OG0003516,"Mp7g17380.2, Mp7g17380.1",AT3G04610
OG0003517,Mp4g16430.1,"AT3G45090, AT5G60760"
OG0003520,"Mp7g09640.2, Mp7g09640.1",AT5G19280
OG0003521,Mp3g10230.1,"AT5G64870, AT5G25260, AT5G25250"
OG0003522,"Mp1g05150.1, Mp8g08500.1, Mp2g25050.1, Mp1g26910.1, Mp6g16540.1, Mp1g15370.1, Mp1g17840.1",AT5G49610
OG0003523,"Mp3g19160.4, Mp3g19160.5, Mp3g19160.6, Mp3g19160.3, Mp3g19160.2, Mp3g19160.1",AT5G16100
OG0003524,"Mp1g07910.1, Mp1g07910.2",AT5G58003
OG0003525,Mp1g20130.1,AT5G04500
OG0003527,"Mp1g18570.1, Mp4g12670.3, Mp4g12670.2, Mp4g12670.1",AT5G27620
OG0003528,Mp6g07230.1,AT5G10790
OG0003529,Mp5g19550.1,"AT5G03540, AT5G52340"
OG0003530,"Mp3g19500.1, Mp4g11900.1","AT5G64280, AT5G64290"
OG0003532,"Mp2g11150.2, Mp2g11150.1, Mpzg01160.1, Mp2g11150.3",AT5G50280
OG0003533,"Mp5g14280.2, Mp5g14280.1",AT5G18400
OG0003534,Mp1g02710.1,AT5G49530
OG0003535,"Mp3g14840.1, Mp4g01750.1",AT5G10360
OG0003537,"Mp5g20740.1, Mp5g19290.1","AT5G04260, AT5G06690"
OG0003538,Mp2g08040.1,"AT5G13440, AT5G13430"
OG0003539,Mp5g10690.1,AT5G19890
OG0003540,Mp1g25590.1,AT5G46290
OG0003541,Mp1g04290.1,"AT5G20000, AT5G19990"
OG0003542,Mp5g24510.1,AT5G23140
OG0003543,Mp2g26710.1,"AT5G64710, AT5G09840"
OG0003544,"Mp5g19620.2, Mp5g19620.1",AT5G01990
OG0003545,"Mp8g02250.1, Mp8g02250.2",AT5G23450
OG0003546,"Mp1g28380.1, Mp1g28380.2",AT5G27380
OG0003547,"Mp2g11630.1, Mp4g07970.1","AT5G08570, AT5G63680"
OG0003548,Mp6g15150.1,"AT5G64640, AT5G09760"
OG0003549,Mp3g04840.1,AT5G05010
OG0003552,Mp3g14970.1,AT5G14780
OG0003553,Mp6g06620.1,AT5G64760
OG0003557,Mp3g20890.1,AT5G01960
OG0003558,Mp5g05480.1,"AT5G58375, AT5G18150, AT5G14602"
OG0003559,"Mp7g13250.2, Mp7g13250.1",AT5G24740
OG0003560,Mp8g12970.1,AT5G49820
OG0003561,Mp6g06580.1,AT5G49960
OG0003562,"Mp7g18210.3, Mp7g18210.1, Mp7g18210.2",AT5G53170
OG0003563,Mp8g17540.1,AT5G36290
OG0003564,Mp2g10160.1,AT5G01220
OG0003566,Mp5g03970.1,AT5G48030
OG0003567,"Mp2g13400.1, Mp6g09250.1",AT5G04930
OG0003568,Mp1g27370.1,AT5G64680
OG0003570,"Mp1g12330.2, Mp1g12330.1",AT5G24670
OG0003571,"Mp6g08590.3, Mp6g08590.2, Mp6g08590.1",AT5G60410
OG0003572,Mp4g10390.1,AT5G65220
OG0003573,"Mp6g01740.1, Mp6g01740.2",AT5G63135
OG0003575,Mp4g00270.1,AT5G55630
OG0003576,"Mp1g27670.2, Mp1g27670.1, Mp1g27670.3",AT5G13530
OG0003577,Mp8g01490.1,AT5G51600
OG0003578,Mp2g25860.1,AT5G20610
OG0003579,Mp6g16230.1,"AT5G25010, AT5G24990, AT5G10750"
OG0003580,"Mp6g10950.2, Mp6g10950.1","AT5G40290, AT5G40270"
OG0003581,Mp1g28980.1,AT5G58240
OG0003582,"Mp3g21420.1, Mp5g07740.1, Mp8g06360.1","AT5G21105, AT5G21100"
OG0003583,"Mp1g29150.1, Mp1g29150.2, Mp1g29150.3",AT5G49970
OG0003584,"Mp8g01780.2, Mp8g01780.1, Mp8g01780.3",AT5G56290
OG0003586,"Mp4g00080.3, Mp4g00080.2, Mp4g00080.1",AT5G26940
OG0003587,Mp1g05910.1,AT5G18420
OG0003588,Mp4g19760.1,AT5G16010
OG0003589,"Mp6g09940.3, Mp6g09940.2, Mp6g09940.1",AT5G45610
OG0003590,"Mp8g08560.3, Mp8g08560.1, Mp8g08560.2",AT5G43750
OG0003591,Mp2g23580.1,AT5G19855
OG0003592,Mp2g07590.1,AT5G59950
OG0003594,Mp6g18410.1,AT5G60790
OG0003595,"Mp8g08160.1, Mp8g08160.2",AT5G53050
OG0003596,Mp6g09140.1,AT5G03880
OG0003597,"Mp3g22970.2, Mp3g22970.1",AT5G35970
OG0003598,"Mp8g10050.1, Mp8g10050.3, Mp8g10050.2",AT5G09650
OG0003599,"Mp3g03360.2, Mp3g03360.1, Mp3g03380.1, Mp3g03370.2, Mp3g03370.1",AT5G45380
OG0003600,Mp2g21400.1,AT5G46030
OG0003601,Mp1g01430.1,AT5G03455
OG0003644,Mp6g21490.1,ATCG00190
OG0003645,Mp7g02700.1,"AT3G53710, AT2G37550"
OG0003649,"Mp8g03330.2, Mp8g03330.5, Mp8g03330.1, Mp8g03330.4",AT2G43400
OG0003650,Mp2g06410.1,"AT2G17320, AT2G17340, AT4G35360"
OG0003651,Mp7g16560.1,"AT2G32780, AT1G04860"
OG0003652,Mp3g10640.1,"AT1G43780, AT5G42230, AT5G42240, AT2G12480"
OG0003657,Mp2g21240.1,"AT4G36190, AT4G36195, AT2G18080"
OG0003658,Mp2g16930.1,"AT2G46290, AT2G46280"
OG0003659,Mp7g10610.1,"AT2G42980, AT3G59080"
OG0003660,Mp7g03700.1,"AT4G32010, AT2G30470"
OG0003661,Mp1g04600.1,AT2G42750
OG0003663,Mp1g21700.1,"AT4G17080, AT2G35170"
OG0003665,Mp4g22590.1,AT2G27460
OG0003666,Mp7g08870.1,"AT2G01470, AT5G50550, AT5G50650"
OG0003669,"Mp2g26760.1, Mp2g26760.2","AT5G05730, AT2G29690"
OG0003670,Mp1g15200.1,"AT3G53390, AT2G37160"
OG0003672,Mp1g14360.1,"AT2G39030, AT2G39020"
OG0003673,"Mp3g23050.3, Mp3g23050.1",AT2G30920
OG0003674,Mp6g10740.1,"AT1G58300, AT1G69720, AT2G26670"
OG0003675,Mp3g14860.1,"AT2G45060, AT4G26410"
OG0003677,"Mp2g00280.1, Mp1g27880.1","AT2G29720, AT2G35660"
OG0003679,Mp6g14420.1,"AT2G30160, AT1G07030"
OG0003680,"Mp2g15390.3, Mp2g15390.2, Mp2g15390.1",AT2G19880
OG0003683,"Mp7g00190.1, Mp7g00190.2",AT2G19260
OG0003684,"Mp2g13070.1, Mp2g13070.2","AT1G07795, AT2G28725, AT2G37530"
OG0003685,Mp6g20990.1,"AT1G29030, AT2G34040"
OG0003686,"Mp3g06290.3, Mp3g06290.4, Mp3g06290.2, Mp3g06290.1",AT2G44510
OG0003687,Mp1g16430.1,"AT4G39910, AT2G22310"
OG0003688,Mp5g21320.1,AT2G26310
OG0003689,Mp3g06190.1,"AT3G60670, AT2G12646"
OG0003690,"Mp4g23680.1, Mp4g23680.2","AT1G05160, AT2G32440"
OG0003691,"Mp8g01570.2, Mp8g01570.1","AT2G42510, AT1G54380"
OG0003692,Mp1g11260.1,"AT1G06380, AT3G58660, AT2G42650"
OG0003693,Mp5g23710.1,"AT2G18340, AT4G36600"
OG0003694,Mp3g23460.1,"AT2G27280, AT2G27285, AT1G55928"
OG0003695,Mp8g18940.1,AT2G36480
OG0003696,Mp1g05130.1,"AT1G05180, AT2G32410"
OG0003697,Mp2g08570.1,"AT2G02990, AT1G14220, AT1G26820"
OG0003699,"Mp7g05150.1, Mp7g05150.2, Mp7g04400.1",AT2G33040
OG0003700,"Mp1g09280.1, Mp1g09280.2",AT2G39950
OG0003701,"Mp5g08780.1, Mp2g02690.1","AT1G07370, AT2G29570"
OG0003702,"Mp6g02560.3, Mp6g02560.1, Mp6g02560.2","AT3G61530, AT2G46110"
OG0003703,Mp6g20800.1,AT2G46820
OG0003704,Mp1g27490.1,"AT4G35410, AT2G17380"
OG0003705,Mp2g16650.1,"AT2G41640, AT3G57380, AT3G10320"
OG0003706,"Mp1g04130.1, Mp1g04130.2",AT2G38140
OG0003707,"Mp1g11960.1, Mp1g11960.2, Mp1g11960.3",AT2G39910
OG0003709,Mp5g06030.1,"AT2G15400, AT2G15430"
OG0003711,Mp2g15120.1,AT2G46220
OG0003715,Mp4g08400.1,AT2G44050
OG0003716,Mp4g19350.1,"AT4G16760, AT2G35690"
OG0003718,Mp3g24720.1,AT2G15620
OG0003719,"Mp6g18360.1, Mp6g18360.2",AT2G31040
OG0003720,Mp5g22750.1,"AT2G25600, AT4G32500, AT2G26650"
OG0003721,Mp2g03740.1,"AT2G24020, AT4G30620"
OG0003722,Mp7g16830.1,"AT2G05790, AT5G55180, AT4G26830"
OG0003723,Mp4g02570.1,"AT2G30050, AT3G01340"
OG0003725,"Mp5g24260.2, Mp5g24260.1","AT2G34900, AT3G52280"
OG0003726,Mp1g15280.1,"AT3G60150, AT2G44525"
OG0003729,Mp7g05900.1,AT2G03120
OG0003730,Mp2g16870.1,"AT2G20815, AT2G20616, AT5G50930"
OG0003731,Mp1g02580.1,AT2G42620
OG0003732,Mp6g01610.1,"AT4G30220, AT2G14285"
OG0003733,Mp1g14510.1,"AT3G59950, AT2G44140"
OG0003735,Mp1g13460.1,"AT1G08200, AT2G27860"
OG0003736,"Mp3g12800.1, Mp3g12800.2",AT2G38740
OG0003737,Mp1g06040.1,"AT2G44150, AT3G59960"
OG0003738,"Mp5g24030.1, Mp5g23980.1, Mp7g10460.1",AT2G42040
OG0003740,"Mp3g00100.1, Mp3g01160.1",AT2G21170
OG0003741,Mp1g21410.1,"AT3G60880, AT2G45440"
OG0003742,"Mp1g15020.2, Mp1g15020.1",AT2G39000
OG0003743,Mp2g00850.1,AT2G21790
OG0003745,Mp5g15900.1,"AT2G47370, AT2G16760"
OG0003746,Mp1g00530.1,"AT2G29580, AT1G07360"
OG0003748,"Mp5g18660.1, Mp5g18660.4, Mp5g18660.2, Mp5g18660.3",AT2G21710
OG0003749,Mp3g01340.1,"AT3G54250, AT2G38700"
OG0003750,Mp1g24020.1,"AT4G28750, AT2G20260"
OG0003751,"Mp3g25200.1, Mp6g04650.1","AT4G37850, AT2G22750"
OG0003752,"Mp4g21890.3, Mp4g21890.5, Mp4g21890.2, Mp4g21890.4, Mp4g21890.1",AT2G21290
OG0003754,Mp1g12310.1,"AT3G19970, AT2G18245"
OG0003755,Mp6g01510.1,AT2G29530
OG0003756,"Mp7g11340.2, Mp7g11340.1","AT1G31940, AT2G35585"
OG0003759,Mp6g06270.1,"AT2G28230, AT4G09070"
OG0003760,Mp5g07770.1,"AT2G28440, AT3G45230, AT5G60630"
OG0003762,Mp3g20910.1,"AT2G45070, AT5G60460"
OG0003764,Mp3g15520.1,AT2G45790
OG0003765,"Mp4g01790.2, Mp4g01790.1","AT2G31710, AT1G05780"
OG0003766,Mp5g21520.1,"AT2G05160, AT3G52980"
OG0003767,Mp1g16230.1,AT2G04550
OG0003771,Mp5g08130.1,"AT2G32560, AT2G26850"
OG0003773,"Mp6g09130.1, Mp6g09130.2","AT5G35730, AT2G32295"
OG0003774,Mp1g16490.1,"AT2G25355, AT4G32175"
OG0003775,Mp6g15060.1,AT2G38280
OG0003776,"Mp5g06580.3, Mp5g06580.2, Mp5g06580.4, Mp5g06580.1",AT2G28290
OG0003777,"Mp5g24460.2, Mp5g24460.1, Mp5g24460.3","AT2G25170, AT4G31900"
OG0003779,Mp8g01730.1,"AT1G05140, AT2G32480"
OG0003780,Mp3g04910.1,"AT2G22230, AT5G10160"
OG0003782,"Mp1g08140.3, Mp1g08140.2, Mp1g08140.1",AT2G19940
OG0003783,Mp1g18580.1,"AT3G12530, AT3G46570, AT3G55430, AT2G39640"
OG0003785,Mp4g17750.1,AT2G03510
OG0003787,Mp8g08330.1,"AT3G16620, AT2G16640"
OG0003788,Mp5g04410.1,AT2G17695
OG0003790,Mp3g10740.1,"AT3G62840, AT2G47640"
OG0003794,Mp6g19430.1,"AT1G25380, AT2G47490"
OG0003795,Mp1g07170.1,AT2G26500
OG0003798,"Mp2g11010.1, Mp2g11000.1",AT2G46000
OG0003799,Mp6g00740.1,"AT1G30120, AT2G34590"
OG0003800,Mp2g21520.1,"AT5G13870, AT2G06850"
OG0003801,Mp7g10850.1,"AT2G25310, AT4G32130"
OG0003807,Mp4g08560.1,"AT2G33340, AT1G04510"
OG0003809,"Mp4g10260.2, Mp4g10260.1",AT2G16860
OG0003810,"Mp6g16030.1, Mp6g16030.2","AT4G18300, AT2G34970, AT3G02270"
OG0003811,"Mp2g23920.2, Mp2g23920.1",AT2G31890
OG0003813,Mp3g16960.1,AT2G30880
OG0003814,"Mp5g23620.1, Mp5g23620.2, Mp5g23620.3","AT4G36080, AT2G17930"
OG0003816,"Mp8g01330.1, Mp8g15780.1",AT2G29540
OG0003817,Mp7g13860.1,"AT1G30420, AT1G30410, AT2G34660, AT1G30400"
OG0003818,Mp2g06270.1,"AT3G55320, AT2G39480"
OG0003819,Mp2g19970.2,"AT2G31730, AT1G05710"
OG0003820,"Mp3g02150.1, Mp3g02150.2","AT1G06670, AT2G30800"
OG0003821,Mp5g09530.1,"AT5G66790, AT4G00955, AT2G23450"
OG0003822,Mp2g16290.1,"AT2G03450, AT1G13900"
OG0003823,Mp8g03980.1,"AT2G47360, AT1G02570, AT1G02575"
OG0003825,Mp1g28860.1,"AT5G40382, AT5G61310, AT2G47380"
OG0003826,Mp2g08230.1,AT2G27350
OG0003827,Mp2g03880.1,AT2G26140
OG0003828,"Mp2g06860.3, Mp2g06860.2, Mp2g06860.4, Mp2g06860.1",AT2G26470
OG0003829,"Mp4g18010.1, Mp7g12510.1","AT1G68400, AT2G36570"
OG0003830,"Mp6g09720.1, Mp6g09720.2","AT1G05150, AT2G32450"
OG0003831,Mp5g05940.1,"AT4G38960, AT2G21320"
OG0003833,Mp6g04480.1,"AT1G62190, AT2G22890, AT4G27030"
OG0003837,Mp3g02830.1,"AT3G55730, AT2G39880, AT3G09230"
OG0003838,Mp2g25280.1,AT2G25740
OG0003839,Mp3g20870.1,"AT2G38250, AT5G01380"
OG0003840,Mp4g00590.1,AT2G38780
OG0003841,Mp5g22430.1,AT2G17120
OG0003843,"Mp4g16800.2, Mp4g16800.1","AT1G76170, AT2G44270"
OG0003845,"Mp7g03090.1, Mp7g17640.1, Mp7g02470.1",AT2G31305
OG0003847,Mp1g20780.1,"AT2G26920, AT5G12120"
OG0003849,Mp6g18860.1,"AT2G20110, AT4G29000"
OG0003850,"Mp1g10130.2, Mp1g10130.1","AT2G31660, AT3G59020"
OG0003851,"Mp5g23840.3, Mp5g23840.2, Mp5g23840.1",AT2G21370
OG0003854,Mp4g08500.1,ATMG00285
OG0003858,Mp4g01280.1,"AT4G01883, AT1G02475, AT1G02470"
OG0003859,Mp3g16010.1,"AT4G20920, AT4G20910"
OG0003860,Mp4g01910.1,"AT4G34650, AT4G34640"
OG0003861,Mp8g12870.1,"AT5G45620, AT4G19006"
OG0003862,Mp5g09220.1,AT4G06634
OG0003863,Mp2g25940.1,"AT5G45340, AT4G19230"
OG0003864,Mp8g05590.1,AT4G32830
OG0003865,"Mp2g12880.2, Mp2g12880.1","AT4G25630, AT5G52470"
OG0003866,Mp1g05250.1,AT4G34450
OG0003867,Mp2g17780.1,"AT4G13090, AT4G13080, AT3G25050"
OG0003868,Mp1g23880.2,"AT4G15885, AT3G16060"
OG0003872,Mp1g01930.1,"AT5G53530, AT4G27690"
OG0003873,Mp5g05000.1,"AT1G27470, AT4G07410"
OG0003874,"Mp6g19170.1, Mp6g20700.1",AT4G27670
OG0003875,Mp4g04320.1,"AT3G22630, AT4G14800"
OG0003876,Mp5g23040.1,AT4G02110
OG0003878,Mp8g05530.1,"AT1G75640, AT4G36180"
OG0003879,"Mp1g09570.1, Mp1g09560.1",AT4G24900
OG0003881,Mp1g12080.1,"AT5G55900, AT4G26620"
OG0003882,Mp1g19520.1,AT4G10790
OG0003883,"Mp5g22100.1, Mp5g22100.2","AT3G24460, AT4G13345"
OG0003884,"Mp1g16120.1, Mp1g16120.2, Mp1g16120.3",AT4G36440
OG0003885,Mp7g00540.1,"AT1G03280, AT4G20340, AT4G20810"
OG0003886,Mp7g11480.1,"AT4G23885, AT5G24165"
OG0003887,Mp2g17950.1,"AT5G53470, AT4G27780, AT4G24230"
OG0003888,Mp2g26340.1,AT4G38260
OG0003889,Mp7g12340.1,AT4G25610
OG0003890,"Mp5g00320.3, Mp5g00320.2, Mp5g00320.1",AT4G29510
OG0003891,Mp5g15870.1,"AT4G38570, AT1G68000"
OG0003892,Mp1g04450.1,AT4G09980
OG0003893,"Mp6g13460.2, Mp6g13460.1, Mp8g12040.1, Mp8g12040.2, Mp6g03870.5, Mp6g03870.2",AT4G14200
OG0003894,Mp6g12670.1,"AT5G50680, AT5G50580, AT4G24940"
OG0003896,Mp4g23010.1,AT4G11800
OG0003897,"Mp7g14390.1, Mp7g14390.2, Mp7g14390.3",AT4G15530
OG0003901,"Mp4g00700.1, Mp4g00660.1, Mp4g00690.1",AT4G28850
OG0003902,Mp2g13690.1,AT4G31460
OG0003903,"Mp7g06020.1, Mp7g05990.1","AT1G32810, AT4G10600"
OG0003904,Mp6g14700.1,"AT4G16070, AT3G14075"
OG0003905,Mp1g04820.1,"AT1G79880, AT4G32720"
OG0003906,Mp1g17030.1,"AT4G17600, AT5G47110"
OG0003907,Mp5g15060.1,"AT4G01240, AT3G05390"
OG0003909,Mp4g09670.1,"AT4G31180, AT4G26870"
OG0003911,"Mp7g09960.2, Mp7g09960.1","AT1G14680, AT4G09060"
OG0003912,"Mp7g01570.1, Mp7g01620.1",AT4G02530
OG0003913,Mp7g18220.1,AT4G15802
OG0003914,Mp2g07950.1,"AT1G72270, AT4G27010"
OG0003915,"Mp4g02850.2, Mp4g02850.1","AT3G06455, AT4G01000"
OG0003916,Mp1g13410.1,"AT4G03010, AT1G03440"
OG0003917,Mp2g07310.1,"AT4G25680, AT4G25660"
OG0003918,Mp2g18380.1,"AT4G14695, AT4G22310"
OG0003919,Mp5g10130.1,AT4G15570
OG0003920,"Mp1g26720.2, Mp1g26720.1","AT4G21460, AT3G18240"
OG0003922,Mp4g14500.1,"AT4G22240, AT4G04020"
OG0003924,Mp8g16400.1,"AT3G23080, AT4G14500"
OG0003925,"Mp1g20600.1, Mp1g20600.2",AT4G39690
OG0003927,Mp1g11190.1,AT4G37300
OG0003929,Mp2g18970.1,AT4G02715
OG0003931,Mp1g10900.1,"AT4G34900, AT4G34890"
OG0003932,Mp6g19160.1,AT4G32272
OG0003934,"Mp4g09270.3, Mp4g09270.4, Mp4g09270.1, Mp4g09270.2",AT4G04320
OG0003935,"Mp7g08910.4, Mp7g08910.3, Mp7g08910.2, Mp7g08910.1",AT4G00590
OG0003936,Mp3g21320.1,AT4G36630
OG0003937,"Mp2g00110.1, Mp2g00110.2, Mp2g00110.3",AT4G20930
OG0003939,"Mp8g15030.1, Mp8g15030.2","AT5G41820, AT4G24490"
OG0003940,Mp8g01940.1,AT4G35530
OG0003941,"Mp8g16100.1, Mp8g16100.2",AT4G02620
OG0003943,Mp6g09980.1,AT4G31300
OG0003944,Mp6g19150.1,"AT4G12060, AT4G25370"
OG0003946,Mp1g11230.1,"AT4G23900, AT4G11010"
OG0003947,"Mp4g24060.1, Mp4g24060.2",AT4G36750
OG0003948,Mp6g11960.1,"AT1G52870, AT4G03410"
OG0003949,"Mp8g10640.1, Mp8g10640.2",AT4G26640
OG0003950,"Mp4g01100.1, MpVg00525.1, MpVg00525.2",AT4G11720
OG0003953,"Mp2g09480.1, Mp6g13280.1",AT4G36960
OG0003954,Mp8g04000.1,AT4G33500
OG0003955,Mp6g05830.1,"AT3G58970, AT4G28580"
OG0003956,Mp2g04900.1,AT4G24190
OG0003957,Mp3g16130.1,AT4G10920
OG0003960,"Mp3g01630.1, Mp1g25560.1",AT4G37000
OG0003962,Mp3g21260.1,AT4G16745
OG0003963,Mp1g11300.1,"AT4G22670, AT3G17880"
OG0003965,Mp2g08850.1,"AT4G01575, AT3G61980"
OG0003966,"Mp3g20900.3, Mp3g20900.2, Mp3g20900.4, Mp3g20900.1",AT4G38890
OG0003967,Mp2g25740.1,AT4G15790
OG0003968,"Mp7g16390.2, Mp7g16390.1","AT4G35685, AT4G01590"
OG0003970,Mp2g08530.1,AT4G33090
OG0003971,Mp1g17360.1,"AT3G23670, AT4G14150"
OG0003973,Mp1g11030.1,"AT1G02050, AT4G00040, AT4G34850"
OG0003974,"Mp5g21970.1, Mp7g10170.1, Mp3g07000.1, Mp5g21020.1","AT5G57900, AT4G30640"
OG0003975,Mp1g07760.1,"AT4G26850, AT5G55120"
OG0003976,Mp4g21450.1,"AT1G79940, AT4G21180"
OG0003979,Mp8g17280.1,"AT4G27890, AT5G53400"
OG0003981,Mp8g05870.1,"AT1G34065, AT4G39460"
OG0003982,"Mp2g25270.2, Mp2g25270.1",AT4G00026
OG0003985,"Mp8g11940.2, Mp8g11940.1, Mp8g11940.3",AT4G20960
OG0003986,"Mp1g04410.2, Mp1g04410.1",AT4G28910
OG0003988,Mp5g22140.1,AT4G08330
OG0003989,Mp4g01080.1,"AT5G46620, AT4G17960"
OG0003991,"Mp8g08230.1, Mp8g08230.2, Mp8g08230.3, Mp8g08230.4",AT4G00800
OG0003993,Mp3g04320.1,AT4G03020
OG0003994,"Mp1g11010.4, Mp1g11010.3, Mp1g11010.2, Mp1g11010.1",AT4G31770
OG0003995,Mp5g05240.1,AT4G08350
OG0003996,Mp4g05320.1,"AT4G25860, AT4G25850, AT5G57240"
OG0003997,"Mp8g03140.1, Mp8g03140.2, Mp8g03140.3",AT4G36980
OG0003998,Mp4g11880.1,"AT1G69935, AT4G33780"
OG0003999,"Mp8g17720.1, Mp8g17720.2","AT4G19610, AT5G08695"
OG0004000,Mp1g03710.1,"AT4G22755, AT4G12110, AT4G22756"
