a,b,d,T,a_OCR,AverageShortestPathLength,b_OCR,BetweennessCentrality,ClosenessCentrality,cluster,ClusteringCoefficient,D_HS a,D_HS b,D_HS d,D_HS T,d_OCR,Degree,description,dko_HS,dko_HS_oc,Eccentricity,family,hsfa_HS,hsfa_HS_oc,hsfb_HS,hsfb_HS_oc,IsSingleNode,Matching.Attribute,Matching.Attribute.1,Matching.Attribute.2,name,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,OCR_to_TSS,PartnerOfMultiEdgedNodePairs,Peak,Radiality,selected,SelfLoops,shared name,Stress,T_OCR,Tak1_HS,Tak1_HS_oc,TF,TopologicalCoefficient,U_HS a,U_HS b,U_HS d,U_HS T
,U,,U,,4.185828877005347,,0,0.2389013094857873,C3,1,,,,,,2,,-0.381130348,,7,,0.840050865,,1.129222296,,FALSE,Mp7g09780,Mp7g09780,Mp7g09780,Mp7g09780,62,0,2,,0,,0.9705015844721727,FALSE,0,Mp7g09780,0,,1.123632289,,,0.5535714285714286,,,,
U,U,,,,3.8475935828877006,,4.6782476679899164E-4,0.2599027102154274,C5,0.8333333333333334,,,,,,4,,0.254810905,,7,,1.918973646,,0.425713502,,FALSE,Mp2g25250,Mp2g25250,Mp2g25250,Mp2g25250,82.25,0,4,,0,,0.9736333927510399,FALSE,0,Mp2g25250,10744,,0.331567652,,,0.38078703703703703,,,,
U,,,,,3.943850267379679,,0,0.2535593220338983,C5,0,,,,,,1,,0.483286622,,7,,2.604255635,,-0.441520283,,FALSE,Mp4g20760,Mp4g20760,Mp4g20760,Mp4g20760,71,0,1,,0,,0.972742127,FALSE,0,Mp4g20760,0,,-0.938349117,,,0,,,,
D,,,,up,4.175802139037433,up,0,0.23947494797502802,C1,1,,,,,up,2,,0.448807797,0.902848317,7,,-1.418828814,0.793644782,-1.060002139,1.217638696,FALSE,Mp3g03660,Mp3g03660,Mp3g03660,Mp3g03660,89.5,0,2,3' UTR,0,chr3.3644785.3645511,0.9705944246385423,FALSE,0,Mp3g03660,0,up,-0.313728134,0.219445393,,0.69921875,,,,
,D,D,,,4.430481283,,0,0.22570911285455642,C2,1,,,,,,2,,-1.035889643,,8,,0.337182505,,-1.140325487,,FALSE,Mp3g00450,Mp3g00450,Mp3g00450,Mp3g00450,36.5,0,2,,0,,0.9682362844127549,FALSE,0,Mp3g00450,0,,0.628993362,,,0.5887096774193549,,,,
,U,,U,,3.485294117647059,,0.023244231,0.2869198312236287,C8,0,,,,,,19,"transcription factor, HSF",-0.296155066,,7,HSF,-1.333065865,,1.54530442,,FALSE,Mp4g12230,Mp4g12230,Mp4g12230,Mp4g12230,5.842105263157895,0,19,,0,,0.976988017,FALSE,0,Mp4g12230,255306,,0.664883058,,MpHSF1,0.05764411,,,,
U,U,U,U,,4.183155080213904,up,0.022301928,0.23905401086609138,C7,0.016091954022988506,,,,,,31,"transcription factor, AP2/ERF",1.372035358,0.481250401,8,AP2/ERF,-0.445582982,0.113705411,1.481378139,1.382168698,FALSE,Mp5g06970,Mp5g06970,Mp5g06970,Mp5g06970,3.533333333333333,0,31,Promoter,1,chr5.7408574.7408680,0.9705263418498712,FALSE,0,Mp5g06970,543840,up,-0.082949091,0.807893335,MpERF20,0.04516129,,,,
U,U,,U,,4.068181818181818,,0,0.24581005586592178,C3,0,,,,,,1,,0.580338736,,7,,1.110357141,,0.901331316,,FALSE,Mp2g18470,Mp2g18470,Mp2g18470,Mp2g18470,81,0,1,,0,,0.9715909090909092,FALSE,0,Mp2g18470,0,,1.007646544,,,0,,,,
,,,U,up,4.407754010695188,,0,0.2268729147710039,C3,1,,,,,,2,,-1.046714076,0.904709237,7,,0.611082356,0.728031825,0.664839957,-0.300850192,FALSE,Mp6g20690,Mp6g20690,Mp6g20690,Mp6g20690,42.5,0,2,Promoter,0,chr6.23011149.23011277,0.9684467221231927,FALSE,0,Mp6g20690,0,,1.042842303,0.823578679,,0.5743243243243243,,,,
,U,,U,,4.362967914438503,,0,0.229201777,C2,0,,,,,down,1,,-0.602397547,-1.777001115,8,,-0.684997351,-0.818963611,1.370245618,1.02594795,FALSE,Mp4g22210,Mp4g22210,Mp4g22210,Mp4g22210,24,0,1,Promoter,0,chr4.24824683.24824880,0.9688614081996435,FALSE,0,Mp4g22210,0,,1.680639219,0.602976941,,0,,,,
,U,,U,,4.515374331550802,,0,0.22146558105107328,C3,0,,,,,,1,,-0.135108624,,8,,0.565037769,,0.552273818,,FALSE,Mp5g12910,Mp5g12910,Mp5g12910,Mp5g12910,64,0,1,,0,,0.9674502376708259,FALSE,0,Mp5g12910,0,,1.340177712,,,0,,,,
U,,,,up,4.502005347593583,up,9.746047737396673E-4,0.22212323682256868,C4,0,,,,,up,3,,0.599889779,1.051885565,8,,1.523371578,0.950600336,-0.368651425,0.82582114,FALSE,Mp1g20880,Mp1g20880,Mp1g20880,Mp1g20880,33,0,3,"Exon (Mp1g20880.1/Mp1g20880, exon 20 of 20)",0,chr1.21419311.21419416,0.9675740245593187,FALSE,0,Mp1g20880,19046,up,0.748774125,0.366245667,,0.35555555555555557,,,,
,U,U,,,4.312165775,,0.001200354,0.23190203069291582,C7,0,,,,,,2,,1.560692037,,7,,-0.559029765,,0.870540821,,FALSE,Mp5g14320,Mp5g14320,Mp5g14320,Mp5g14320,25,0,2,,0,,0.969331798,FALSE,0,Mp5g14320,71824,,-0.852792404,,,0.5217391304347826,,,,
,,U,U,,4.205213903743315,,0,0.2378000317914481,C4,0,,,,,,1,,1.337732793,,7,,0.641044697,,-0.153729553,,FALSE,Mp6g16540,Mp6g16540,Mp6g16540,Mp6g16540,69,0,1,,0,,0.9703220934838582,FALSE,0,Mp6g16540,0,,1.237540066,,,0,,,,
U,U,U,,,5.035427807486631,,0.00667555,0.198592858,C3,0,,,,,,6,"transcription factor, ASL/LBD",2.172917145,,9,ASL/LBD,0.520996652,,0.896012274,,FALSE,Mp8g11560,Mp8g11560,Mp8g11560,Mp8g11560,2,0,6,,0,,0.9626349277084572,FALSE,0,Mp8g11560,109710,,0.64435275,,MpASLBD2,0.16666666666666666,V,V,V,
U,,,,up,6.193181818181818,,0,0.1614678899082569,C5,0,,,,,,1,,0.789033478,0.17391106,10,,0.903810813,1.897406795,0.403371665,0.434691494,FALSE,Mp7g17690,Mp7g17690,Mp7g17690,Mp7g17690,6,0,1,"Exon (Mp7g17690.1/Mp7g17690, exon 3 of 3)",0,chr7.19641617.19641890,0.9519149831649832,FALSE,0,Mp7g17690,0,,-1.355073483,0.637591352,,0,,,,
U,U,U,U,,4.0755347593582885,,0,0.2453665737247827,C2,0,,,,,,1,,0.151826067,,7,,0.189692468,,1.088293957,,FALSE,Mp2g17420,Mp2g17420,Mp2g17420,Mp2g17420,89,0,1,,0,,0.9715228263022381,FALSE,0,Mp2g17420,0,,1.634068957,,,0,,,,
U,U,U,,,5.226604278074866,down,0.002716981,0.19132881442639724,C7,0.2,,,,,down,6,"transcription factor, AP2/ERF",1.308179503,-1.497619293,9,AP2/ERF,0.388052089,-0.601409422,0.581896147,-1.047189994,FALSE,Mp4g00380,Mp4g00380,Mp4g00380,Mp4g00380,6.6,0,6,3' UTR,1,chr4.591591.591784,0.9608647752030106,FALSE,0,Mp4g00380,45364,,-1.205595366,-0.039951634,MpERF14,0.22962962962962963,,,,
D,,,,,4.6717914438502675,,0,0.2140506510230362,C1,0,,,,,down,1,,-1.249862272,-1.73195677,8,,-1.825329826,-0.627828511,-0.60113162,-0.229661421,FALSE,Mp3g03860,Mp3g03860,Mp3g03860,Mp3g03860,35,0,1,Promoter,0,chr3.3830049.3830241,0.9660019310754605,FALSE,0,Mp3g03860,0,,-0.055708101,-0.175921451,,0,,,,
D,,,D,up,3.6831550802139037,,0,0.2715063520871143,C6,1,,,,,up,2,,-0.160293769,0.861031104,7,,-1.101591517,1.570477956,-0.684725097,-0.467842666,FALSE,Mp8g07950,Mp8g07950,Mp8g07950,Mp8g07950,70,0,2,3' UTR,0,chr8.9018395.9018507,0.9751559714795008,FALSE,0,Mp8g07950,0,,-1.330405803,-0.551645189,,0.5185185185185185,,,,
D,,,,,4.466577540106952,,4.6558396360669004E-4,0.2238850643519904,C1,0,,,,,,2,,1.13184847,,7,,-0.594660859,,-0.850343537,,FALSE,Mp2g16500,Mp2g16500,Mp2g16500,Mp2g16500,45.5,0,2,,0,,0.9679020598138245,FALSE,0,Mp2g16500,23124,,-0.106266281,,,0.5174418604651163,,,,
,U,,U,,3.786764705882353,,0.001600238,0.26407766990291265,C2,0.3,,,,,,5,,-0.475565459,,7,,-0.008249845,,1.160139059,,FALSE,Mp3g11460,Mp3g11460,Mp3g11460,Mp3g11460,48.4,0,5,,0,,0.9741966230936819,FALSE,0,Mp3g11460,32894,,1.589869712,,,0.24591836734693878,,,,
D,D,,,,5.018048128342246,,0,0.19928067137338487,C1,0,,,,,,1,,-0.647299031,,8,,-0.361368978,,-2.6108888,,FALSE,Mp8g15335,Mp8g15335,Mp8g15335,Mp8g15335,20,0,1,,0,,0.9627958506634977,FALSE,0,Mp8g15335,0,,0.430424325,,,0,,,,
,D,D,,,4.742647058823529,,0.017978872355648576,0.2108527131782946,C2,0.006666667,,,,,,26,"transcription factor, bHLH",-1.505059002,,8,bHLH,-0.158777465,,-0.655302563,,FALSE,Mp2g07130,Mp2g07130,Mp2g07130,Mp2g07130,2,0,26,,1,,0.9653458605664488,FALSE,0,Mp2g07130,693270,,1.299644017,,MpBHLH30,0.074666667,,,,
,U,D,,down,4.429812834224599,down,0,0.22574317187264223,C2,0,,,,,down,1,,-0.97246948,-1.552676981,8,,0.409082737,-1.135220956,0.570917822,-1.225207263,FALSE,Mp1g15860,Mp1g15860,Mp1g15860,Mp1g15860,17,0,1,"Exon (Mp1g15860.1/Mp1g15860, exon 5 of 9)",0,chr1.16058511.16058592,0.9682424737571795,FALSE,0,Mp1g15860,0,,1.019648955,-0.204604085,,0,,,,
,,D,,,4.2439839572192515,,0.008436877,0.2356276578988817,C2,0.052631579,,,,,,21,"transcription factor, B3",-1.429656279,,8,B3,1.119084027,,-0.672248467,,FALSE,Mp2g08260,Mp2g08260,Mp2g08260,Mp2g08260,4.5,0,21,,1,,0.9699631115072291,FALSE,0,Mp2g08260,99006,,0.976683378,,MpB3-8,0.069827586,,,,
,D,D,D,,3.4525401069518717,,0.072370663,0.28964181994191673,C1,0.013062409288824383,,,,,,55,"transcription factor, MYB",-0.798897397,,7,MYB,0.410442174,,-1.28458973,,FALSE,Mp1g09420,Mp1g09420,Mp1g09420,Mp1g09420,3.981132075471698,0,55,,2,,0.9772912953060012,FALSE,0,Mp1g09420,862038,,-0.07454106,,MpR2R3-MYB17,0.026238207547169812,,,,
,U,,U,,4.0755347593582885,,0,0.2453665737247827,C2,0,,,,,,1,,0.099040719,,7,,0.034907688,,1.137744778,,FALSE,Mp3g20450,Mp3g20450,Mp3g20450,Mp3g20450,89,0,1,,0,,0.9715228263022381,FALSE,0,Mp3g20450,0,,1.574583485,,,0,,,,
,D,,,,4.354278075,,0.004257796,0.22965919557875344,C1,0,,,,,,6,"transcription factor, CAMTA",-0.448462643,,8,CAMTA,0.481753214,,-2.308716785,,FALSE,Mp7g03150,Mp7g03150,Mp7g03150,Mp7g03150,3.6666666666666665,0,6,,0,,0.9689418696771638,FALSE,0,Mp7g03150,32984,,-0.208484478,,MpCAMTA,0.16666666666666666,,,,
,U,,U,,4.068181818181818,,0,0.24581005586592178,C2,0,,,,,,1,,-0.723796493,,7,,-0.490857753,,1.238678917,,FALSE,Mp4g15480,Mp4g15480,Mp4g15480,Mp4g15480,81,0,1,,0,,0.9715909090909092,FALSE,0,Mp4g15480,0,,1.58534064,,,0,,,,
D,D,,,down,4.484625668449198,down,0,0.2229840512744075,C1,0,,,,,down,1,,0.780438467,-1.393087492,8,,0.162497732,-1.106441734,-2.067307519,-0.448165949,FALSE,Mp2g17910,Mp2g17910,Mp2g17910,Mp2g17910,19,0,1,"Exon (Mp2g17910.1/Mp2g17910, exon 2 of 3)",0,chr2.19094797.19095284,0.9677349475143593,FALSE,0,Mp2g17910,0,,-0.189745926,-0.364164534,,0,,,,
,D,,,,4.233957219251337,,0,0.23618566466687715,C1,0,,,,,,1,,-0.321454938,,7,,-0.788052669,,-1.877152292,,FALSE,Mp1g13160,Mp1g13160,Mp1g13160,Mp1g13160,16,0,1,,0,,0.9700559516735987,FALSE,0,Mp1g13160,0,,-0.832100406,,,0,,,,
,U,,,,4.373663101604278,,7.135784466637759E-4,0.22864129604157113,C3,0.3333333333333333,,,,,,3,,0.206151151,,8,,-0.527784835,,2.48577955,,FALSE,Mp6g06010,Mp6g06010,Mp6g06010,Mp6g06010,32.666666666666664,0,3,,0,,0.9687623786888493,FALSE,0,Mp6g06010,4820,,0.52616801,,,0.36742424242424243,,,,
,D,D,,down,4.429144385026738,down,0,0.225777241,C5,0,,,,,down,1,,-1.124079663,-1.518134718,7,,1.665905316,-0.788508757,-0.591083285,-0.874641371,FALSE,Mp6g06960,Mp6g06960,Mp6g06960,Mp6g06960,24,0,1,Promoter,0,chr6.7561599.7561768,0.9682486631016043,FALSE,0,Mp6g06960,0,,0.212770934,0.332473258,,0,,,,
D,,,,,4.280748663101604,,2.0145705473849536E-4,0.23360399750156155,C1,0,,,,,,2,,-0.412862704,,7,,-1.252480584,,-0.60721435,,FALSE,Mp6g00460,Mp6g00460,Mp6g00460,Mp6g00460,51,0,2,,0,,0.969622698,FALSE,0,Mp6g00460,21174,,-0.192033782,,,0.5263157894736842,,,,
,D,U,,,4.813502673796791,,0,0.20774892376058882,C4,0,,,,,,1,,1.325332593,,7,,0.460820059,,-1.413847214,,FALSE,Mp1g28000,Mp1g28000,Mp1g28000,Mp1g28000,35,0,1,,0,,0.9646897900574372,FALSE,0,Mp1g28000,0,,0.612937152,,,0,,,,
,,,D,,3.430481283,,0.019112805770951487,0.2915042868277474,C6,0,,,,,,17,bHLH transcription factor,0.811835828,,7,bHLH,-0.262617711,,0.318642702,,FALSE,Mp1g19590,Mp1g19590,Mp1g19590,Mp1g19590,6.823529411764706,0,17,,0,,0.9774955436720142,FALSE,0,Mp1g19590,380366,,-1.456440304,,MpTCP2,0.069327731,,,,
D,D,,D,,4.106951871657754,,0,0.24348958333333331,C6,1,,,,,,2,,-0.078392213,,8,,-0.157221993,,-0.54272554,,FALSE,Mp4g08320,Mp4g08320,Mp4g08320,Mp4g08320,50.5,0,2,,0,,0.9712319271142801,FALSE,0,Mp4g08320,0,,-1.764380655,,,0.5489130434782609,,,,
,,U,,,3.814171122994652,,0.033209169,0.262180161,C4,0.023529411764705882,,,,,,36,"transcription factor, bZIP",2.223962153,,6,bZIP,-0.501771433,,-1.067386374,,FALSE,Mp2g07170,Mp2g07170,Mp2g07170,Mp2g07170,4.8,0,36,,1,,0.9739428599722717,FALSE,0,Mp2g07170,805784,,0.548437334,,MpBZIP4,0.048604269,,,,
,D,D,D,,4.506684492,,2.4304497933194005E-4,0.2218926134678137,C1,0,,,,,,2,,-0.888214749,,8,,-0.031674917,,-1.051920737,,FALSE,Mp8g15560,Mp8g15560,Mp8g15560,Mp8g15560,26.5,0,2,,0,,0.9675306991483462,FALSE,0,Mp8g15560,4494,,-1.304215752,,,0.51,,,,
D,D,,D,,4.175802139037433,,0,0.23947494797502802,C1,1,,,,,,2,,-0.189160706,,7,,-1.400585062,,-0.728386213,,FALSE,Mp2g25910,Mp2g25910,Mp2g25910,Mp2g25910,89.5,0,2,,0,,0.9705944246385423,FALSE,0,Mp2g25910,0,,-0.701307883,,,0.69921875,,,,
D,D,D,,,4.214572192513369,,0.003279518,0.23727200634417128,C1,0,,,,,,3,,-0.902270125,,8,,0.431521936,,-1.50688729,,FALSE,Mp2g21420,Mp2g21420,Mp2g21420,Mp2g21420,36.666666666666664,0,3,,0,,0.9702354426619132,FALSE,0,Mp2g21420,79456,,-0.100746195,,,0.33647798742138363,,,,
D,D,,D,,3.997994652406417,,6.994939020330046E-5,0.2501253970907875,C6,0.8333333333333334,,,,,,4,,0.307243888,,7,,-1.084765066,,-1.424052386,,FALSE,Mp5g06340,Mp5g06340,Mp5g06340,Mp5g06340,75,0,4,,0,,0.9722407902554961,FALSE,0,Mp5g06340,2454,,-1.034306665,,,0.38461538461538464,,,,
,D,,,,5.0828877005347595,,0.003740312,0.19673855865334033,C5,0,,,,,,6,"transcription factor, bHLH",0.185857948,,8,bHLH,0.224148196,,-1.66603772,,FALSE,Mp2g07150,Mp2g07150,Mp2g07150,Mp2g07150,2,0,6,,0,,0.9621954842543078,FALSE,0,Mp2g07150,53264,,0.531702439,,MpBHLH29,0.2,,,,
U,,,,,4.116310160427807,,1.8764838181581256E-4,0.24293601818772328,C5,0,,,,,,2,,-0.374104475,,7,,2.275201242,,0.238610043,,FALSE,Mp6g20000,Mp6g20000,Mp6g20000,Mp6g20000,61.5,0,2,,0,,0.9711452762923352,FALSE,0,Mp6g20000,6896,,0.04193641,,,0.521551724,,,,
U,,,,,5.193850267,,0.00400846,0.1925353925353925,C5,0.13333333333333333,,,,,,7,"transcription factor, GRAS",0.326519409,,9,GRAS,2.840067897,,0.114356067,,FALSE,Mp7g12630,Mp7g12630,Mp7g12630,Mp7g12630,4.5,0,7,,1,,0.9611680530798178,FALSE,0,Mp7g12630,60212,,-1.157001481,,MpGRAS2,0.21052631578947367,,,,
,U,,U,,4.040106951871658,,8.58790089561352E-5,0.24751819986763732,C2,0,,,,,,2,,-0.642443264,,7,,-0.464377812,,1.176604791,,FALSE,Mp3g10560,Mp3g10560,Mp3g10560,Mp3g10560,37,0,2,,0,,0.9718508615567438,FALSE,0,Mp3g10560,2054,,1.567307413,,,0.5217391304347826,,,,
U,U,U,,,1,,1,1,C7,0,,,,,,2,"transcription factor, AP2/ERF",0.783632322,,1,AP2/ERF,0.768061388,,1.318321076,,FALSE,Mp4g22280,Mp4g22280,Mp4g22280,Mp4g22280,1,0,2,,0,,1,FALSE,0,Mp4g22280,2,,-0.698603915,,MpERF17,0,,,,
D,D,,D,,4.227941176470588,,0,0.2365217391304348,C1,0,,,,,,1,,-0.41345315,,7,,-0.572199672,,-1.122483558,,FALSE,Mp2g15290,Mp2g15290,Mp2g15290,Mp2g15290,43,0,1,,0,,0.9701116557734204,FALSE,0,Mp2g15290,0,,-1.288579094,,,0,,,,
,,,U,,4.148395721925134,up,0,0.2410570415726716,C4,0,,,,,,1,,0.912129925,-1.248873243,7,,0.967687911,0.315026148,-0.284002559,1.64433552,FALSE,Mp6g12130,Mp6g12130,Mp6g12130,Mp6g12130,63,0,1,3' UTR,0,chr6.13310280.13310544,0.9708481877599524,FALSE,0,Mp6g12130,0,up,1.33311575,1.529138227,,0,,,,
D,,D,,,3.943850267379679,,0,0.2535593220338983,C1,0,,,,,up,1,,-1.809306484,1.122387568,7,,-1.45870414,0.289567944,0.379623826,0.5242599,FALSE,Mp2g01700,Mp2g01700,Mp2g01700,Mp2g01700,71,0,1,Promoter,0,chr2.1979302.1979442,0.972742127,FALSE,0,Mp2g01700,0,,-0.054430392,0.524819417,,0,,,,
,U,,U,,4.283422459893048,,0,0.233458177,C2,0,,,,,,1,,-0.98043704,,8,,0.126003788,,1.743172803,,FALSE,Mp1g13560,Mp1g13560,Mp1g13560,Mp1g13560,24,0,1,,0,,0.9695979401861755,FALSE,0,Mp1g13560,0,,1.438929527,,,0,,,,
,U,,U,,4.929812834224599,up,0,0.20284745762711864,C2,0,,,,,,1,,-1.055697156,0.431774178,8,,-0.155782668,0.383481721,1.225505362,1.365067542,FALSE,Mp3g24240,Mp3g24240,Mp3g24240,Mp3g24240,17,0,1,Downstream (<=300bp),0,chr3.25666708.25667060,0.963612844,FALSE,0,Mp3g24240,0,up,1.350411696,1.179469366,,0,,,,
D,D,,D,,3.9745989304812834,,0.001322713,0.2515977127480659,C1,0.3,,,,,,5,,0.946743367,,7,,-0.732061838,,-1.442006806,,FALSE,Mp5g07200,Mp5g07200,Mp5g07200,Mp5g07200,56.4,0,5,,0,,0.9724574173103585,FALSE,0,Mp5g07200,53116,,-0.774227252,,,0.2672985781990521,,,,
D,,,,,3.8489304812834226,,7.868914926551199E-4,0.25981243487321987,C1,0.16666666666666666,,,,,,4,,-1.19829114,,7,,-1.70156519,,1.062919368,,FALSE,Mp8g16120,Mp8g16120,Mp8g16120,Mp8g16120,33.5,0,4,,0,,0.9736210140621906,FALSE,0,Mp8g16120,28392,,-0.114998545,,,0.30275229357798167,,,,
,,,D,,3.807486631016043,,9.15568353663912E-4,0.26264044943820225,C6,0,,,,,,3,,-1.367627715,,7,,-0.606044162,,0.576089899,,FALSE,Mp8g07630,Mp8g07630,Mp8g07630,Mp8g07630,41.333333333333336,0,3,,0,,0.974004753,FALSE,0,Mp8g07630,20566,,-0.983647435,,,0.34770114942528735,,,,
U,,,,,4.917780748663102,,0,0.2033437542476553,C5,0,,,,,,1,,1.146780995,,8,,1.853679655,,-0.2789429,,FALSE,Mp3g22870,Mp3g22870,Mp3g22870,Mp3g22870,8,0,1,,0,,0.9637242523271935,FALSE,0,Mp3g22870,0,,-0.124466929,,,0,,,,
D,,,,,3.911096256684492,,0,0.255682789,C1,1,,,,,,3,,0.584274443,,7,,-1.739895161,,-0.297378568,,FALSE,Mp6g01270,Mp6g01270,Mp6g01270,Mp6g01270,95.66666666666667,0,3,,0,,0.9730454050306991,FALSE,0,Mp6g01270,0,,-0.152733588,,,0.5008726003490401,,,,
,U,,U,,3.8322192513368982,,7.750599388551846E-4,0.26094540380254666,C2,0,,,,,,3,,-0.288354277,,7,,0.214817892,,1.417989949,,FALSE,Mp3g15010,Mp3g15010,Mp3g15010,Mp3g15010,50.333333333333336,0,3,,0,,0.9737757476728065,FALSE,0,Mp3g15010,17382,,1.335879385,,,0.34988179669030733,,,,
,U,,,,5.052807486631016,,0,0.1979097764254531,C2,0,,,,,,1,"transcription factor, Trihelix",-1.022859426,,8,Trihelix,-0.509843429,,1.457893029,,FALSE,Mp5g14070,Mp5g14070,Mp5g14070,Mp5g14070,3,0,1,,0,,0.9624740047534166,FALSE,0,Mp5g14070,0,,0.406880976,,MpTRIHELIX13,0,,,,
D,D,,D,,4.492647058823529,,0,0.22258592471358432,C1,0,,,,,,1,,0.183889658,,7,,-0.645181402,,-1.134608163,,FALSE,Mp3g02470,Mp3g02470,Mp3g02470,Mp3g02470,42,0,1,,0,,0.9676606753812635,FALSE,0,Mp3g02470,0,,-1.492985392,,,0,,,,
U,,,,,4.175802139037433,,0,0.23947494797502802,C5,1,,,,,,2,,0.161697954,,7,,2.26342631,,0.677813927,,FALSE,Mp4g14550,Mp4g14550,Mp4g14550,Mp4g14550,89.5,0,2,,0,,0.9705944246385423,FALSE,0,Mp4g14550,0,,-0.46952095,,,0.69921875,,,,
U,U,U,U,,3.8155080213903743,,0.003299865,0.2620882971268395,C2,0.3333333333333333,,,,,,6,,0.600032693,,7,,-0.062429679,,0.952262974,,FALSE,Mp4g20680,Mp4g20680,Mp4g20680,Mp4g20680,40.333333333333336,0,6,,0,,0.9739304812834225,FALSE,0,Mp4g20680,59618,,1.430479965,,,0.22314814814814815,,,,
D,D,D,D,,4.072860962566845,,3.2339483394534265E-4,0.2455276546857049,C6,0,,,,,,2,,0.177494684,,7,,-0.968479892,,0.458914324,,FALSE,Mp5g11290,Mp5g11290,Mp5g11290,Mp5g11290,48,0,2,,0,,0.9715475836799365,FALSE,0,Mp5g11290,21364,,-1.165116501,,,0.5402298850574713,,,,
U,U,,U,,3.787433155080214,,0.001799533,0.26403106247793856,C3,0.5,,,,,,5,,-0.419644307,,7,,0.286620335,,1.399190631,,FALSE,Mp6g02550,Mp6g02550,Mp6g02550,Mp6g02550,75.2,0,5,,0,,0.9741904337492573,FALSE,0,Mp6g02550,86332,,0.79520671,,,0.3069387755102041,,,,
,,U,,,3.927139037433155,,0.001183739,0.25463829787234044,C4,0,,,,,,3,,2.116453417,,7,,0.452095093,,0.321906358,,FALSE,Mp3g06660,Mp3g06660,Mp3g06660,Mp3g06660,49.333333333333336,0,3,,0,,0.9728968607645079,FALSE,0,Mp3g06660,17224,,0.562217797,,,0.3805774278215223,,,,
U,,,U,,4.259358288770054,,1.1392232891967731E-4,0.2347771500313873,C4,0,,,,,,2,,0.785211346,,7,,1.640135125,,-0.245476682,,FALSE,Mp4g17840,Mp4g17840,Mp4g17840,Mp4g17840,25.5,0,2,,0,,0.9698207565854624,FALSE,0,Mp4g17840,842,,1.003154366,,,0.5,,,,
,U,,U,,4.068181818181818,up,0,0.24581005586592178,C2,0,,,,,,1,,-0.671005005,-0.936797494,7,,-0.429284048,-0.303307479,1.344281692,1.932175899,FALSE,Mp1g00170,Mp1g00170,Mp1g00170,Mp1g00170,81,0,1,3' UTR,0,chr1.329934.331716,0.9715909090909092,FALSE,0,Mp1g00170,0,up,1.563946529,1.4010574,,0,,,,
,U,,U,,4.298128342245989,up,0,0.23265940902021776,C4,0,,,,,,1,,0.568661429,-0.262088429,8,,0.670654362,0.317617496,0.92447432,1.429246626,FALSE,Mp2g09910,Mp2g09910,Mp2g09910,Mp2g09910,65,0,1,Downstream (<=300bp),0,chr2.10214617.10214832,0.9694617746088334,FALSE,0,Mp2g09910,0,,1.397052949,1.413596313,,0,,,,
,U,,U,,3.711898395721925,,0.001036187,0.2694039258058707,C2,0,,,,,down,3,,-1.055450424,-1.917149925,7,,-0.781521016,-0.980493695,1.139353591,1.120945229,FALSE,Mp5g08100,Mp5g08100,Mp5g08100,Mp5g08100,42.333333333333336,0,3,Promoter,0,chr5.8818708.8818835,0.9748898296692414,FALSE,0,Mp5g08100,12564,,1.626013984,0.476120494,,0.33604336043360433,,,,
U,,,,,4.993315508,,0,0.2002677376171352,C5,0,,,,,,1,,0.078865165,,8,,2.191291052,,0.36380072,,FALSE,Mp7g19050,Mp7g19050,Mp7g19050,Mp7g19050,20,0,1,,0,,0.9630248564072093,FALSE,0,Mp7g19050,0,,-0.795017929,,,0,,,,
U,,,,,3.751336898395722,,0,0.2665716322166785,C4,1,,,,,,2,,1.300895476,,7,,0.962131544,,0.812251923,,FALSE,Mp3g00090,Mp3g00090,Mp3g00090,Mp3g00090,89.5,0,2,,0,,0.9745246583481878,FALSE,0,Mp3g00090,0,,0.497346701,,,0.559375,,,,
D,D,,D,,3.4572192513368982,,0.048562863,0.28924980665119876,C1,0.011408730158730158,,,,,,64,"transcription factor, GRAS",-0.546377381,,7,GRAS,-0.44684262,,-1.265965501,,FALSE,Mp2g03850,Mp2g03850,Mp2g03850,Mp2g03850,3.875,0,64,,0,,0.9772479698950287,FALSE,0,Mp2g03850,1132182,,-0.813817928,,MpGRAS4,0.031099759615384616,,,,
D,D,,D,,4.7005347593582885,,0,0.21274175199089876,C6,0,,,,,,1,,-0.15841794,,8,,-0.802859083,,-0.128705028,,FALSE,Mp3g24620,Mp3g24620,Mp3g24620,Mp3g24620,46,0,1,,0,,0.965735789,FALSE,0,Mp3g24620,0,,-0.78613903,,,0,,,,
,D,,,,6.705213903743315,,0,0.14913767321303958,C1,0,,,,,,1,,0.611250479,,9,,0.87478732,,-2.623604551,,FALSE,Mp1g00340,Mp1g00340,Mp1g00340,Mp1g00340,10,0,1,,0,,0.9471739453357101,FALSE,0,Mp1g00340,0,,0.147543768,,,0,,,,
D,,,,,4.043449197860962,,0,0.24731360555463716,C1,1,,,,,,2,,0.485066866,,6,,-0.929394438,,-0.862152019,,FALSE,Mp7g08830,Mp7g08830,Mp7g08830,Mp7g08830,47.5,0,2,,0,,0.9718199148346207,FALSE,0,Mp7g08830,0,,-0.667886417,,,0.5277777777777778,,,,
