shared.name,interaction,source,target,MI,pvalue,weight,presence,source_TF,target_TF,presence_rna,presence_rna_revised
Mp4g00180 (interacts with) Mp5g19920,interacts with,Mp4g00180,Mp5g19920,0.969569517,0,0.05912655,source,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp1g12880,interacts with,Mp4g00180,Mp1g12880,0.851124256,0.049115235,0.058729842,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp2g26340,interacts with,Mp4g00180,Mp2g26340,0.971218825,4.10292818320279e-06,0.058720104,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp4g07970,interacts with,Mp4g00180,Mp4g07970,0.939895252,0,0.05821764,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp4g14550,interacts with,Mp4g00180,Mp4g14550,0.944036679,3.30563580508425e-07,0.057944203,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp3g10230,interacts with,Mp4g00180,Mp3g10230,0.970103367,0,0.056721852,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp4g18900,interacts with,Mp4g00180,Mp4g18900,1.001356727,0,0.054715539,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp7g03790,interacts with,Mp4g00180,Mp7g03790,1.010063971,4.77781991630177e-05,0.053309246,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp1g27940,interacts with,Mp4g00180,Mp1g27940,0.926548165,4.77781991630177e-05,0.051683963,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp1g21630,interacts with,Mp4g00180,Mp1g21630,0.904823769,4.77781991630177e-05,0.051666759,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp2g07900,interacts with,Mp4g00180,Mp2g07900,1.039085155,0,0.051409248,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp8g00320,interacts with,Mp4g00180,Mp8g00320,0.865395434,0.049115235,0.051339285,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp6g03510,interacts with,Mp4g00180,Mp6g03510,1.043724302,2.50863130268897e-08,0.051091545,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp1g27560,interacts with,Mp4g00180,Mp1g27560,0.897412702,4.77781991630177e-05,0.051071229,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp8g15840,interacts with,Mp4g00180,Mp8g15840,0.936695695,0,0.050299768,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp3g21280,interacts with,Mp4g00180,Mp3g21280,0.99110639,4.10292818320279e-06,0.049911992,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp3g17420,interacts with,Mp4g00180,Mp3g17420,1.008047975,0,0.049435138,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp3g02080,interacts with,Mp4g00180,Mp3g02080,1.019240716,0.00525517,0.049324655,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp7g18360,interacts with,Mp4g00180,Mp7g18360,0.990194571,0,0.048456228,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp2g13080,interacts with,Mp4g00180,Mp2g13080,0.913932135,4.77781991630177e-05,0.047553086,source,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp2g24260,interacts with,Mp4g00180,Mp2g24260,0.946792737,1.2337530996831e-10,0.046680445,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp1g17450,interacts with,Mp4g00180,Mp1g17450,0.885210778,4.77781991630177e-05,0.046442584,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp2g16180,interacts with,Mp4g00180,Mp2g16180,0.841045791,0.00525517,0.046083064,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp3g19770,interacts with,Mp4g00180,Mp3g19770,0.963530877,4.77781991630177e-05,0.046052364,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp4g06820,interacts with,Mp4g00180,Mp4g06820,0.933020004,0.000519722,0.045926427,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp5g06340,interacts with,Mp4g00180,Mp5g06340,0.879288034,0.000519722,0.045685645,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp5g19620,interacts with,Mp4g00180,Mp5g19620,0.948119051,4.77781991630177e-05,0.04529419,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp5g19770,interacts with,Mp4g00180,Mp5g19770,0.98478585,0.00525517,0.044634962,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp5g08750,interacts with,Mp4g00180,Mp5g08750,0.9737922,0,0.044580086,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp2g25170,interacts with,Mp4g00180,Mp2g25170,0.932003459,0.049115235,0.044545482,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp7g06170,interacts with,Mp4g00180,Mp7g06170,0.922478465,0.00525517,0.0444685,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp4g04280,interacts with,Mp4g00180,Mp4g04280,0.946181689,0.00525517,0.043764584,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp4g14180,interacts with,Mp4g00180,Mp4g14180,0.807535826,0.000519722,0.043416278,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp3g20950,interacts with,Mp4g00180,Mp3g20950,0.944536079,1.2337530996831e-10,0.043343516,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp2g25910,interacts with,Mp4g00180,Mp2g25910,1.01321717,1.80950454620188e-09,0.042213521,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp4g23890,interacts with,Mp4g00180,Mp4g23890,0.904531058,1.2337530996831e-10,0.042114642,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp4g07630,interacts with,Mp4g00180,Mp4g07630,0.935830181,0.000519722,0.042113766,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp1g21440,interacts with,Mp4g00180,Mp1g21440,0.883656745,1.2337530996831e-10,0.041861096,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp1g10250,interacts with,Mp4g00180,Mp1g10250,0.984917707,1.2337530996831e-10,0.041295866,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp7g09780,interacts with,Mp4g00180,Mp7g09780,0.907680187,0.00525517,0.040956509,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp1g22530,interacts with,Mp4g00180,Mp1g22530,1.028013041,1.2337530996831e-10,0.040782079,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp7g08450,interacts with,Mp4g00180,Mp7g08450,1.02923159,0,0.040619636,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp8g06360,interacts with,Mp4g00180,Mp8g06360,0.906655276,0.00525517,0.04038829,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp6g05600,interacts with,Mp4g00180,Mp6g05600,0.850271845,0.00525517,0.04012118,source,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp2g21710,interacts with,Mp4g00180,Mp2g21710,0.939358292,4.77781991630177e-05,0.039961802,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp8g05200,interacts with,Mp4g00180,Mp8g05200,0.834894301,0.00525517,0.039760756,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp3g20300,interacts with,Mp4g00180,Mp3g20300,1.078079347,0,0.039664745,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp4g21180,interacts with,Mp4g00180,Mp4g21180,0.963080042,1.80950454620188e-09,0.039311015,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp2g21620,interacts with,Mp4g00180,Mp2g21620,0.939954942,1.80950454620188e-09,0.038675383,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp2g18710,interacts with,Mp4g00180,Mp2g18710,0.997610861,0.000519722,0.038298932,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp5g11490,interacts with,Mp4g00180,Mp5g11490,0.900867521,0.049115235,0.038043353,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp8g00660,interacts with,Mp4g00180,Mp8g00660,0.946801068,3.30563580508425e-07,0.037985061,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp7g08810,interacts with,Mp4g00180,Mp7g08810,0.894790782,4.77781991630177e-05,0.037632551,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp3g22750,interacts with,Mp4g00180,Mp3g22750,0.931088393,0.00525517,0.037608917,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp1g19400,interacts with,Mp4g00180,Mp1g19400,0.931397797,3.30563580508425e-07,0.037564326,source,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp5g24330,interacts with,Mp4g00180,Mp5g24330,0.872972205,0.00525517,0.036829071,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp7g10020,interacts with,Mp4g00180,Mp7g10020,0.957659414,2.50863130268897e-08,0.036755182,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp6g02550,interacts with,Mp4g00180,Mp6g02550,0.904038568,1.80950454620188e-09,0.035931153,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp4g23140,interacts with,Mp4g00180,Mp4g23140,0.967902001,0,0.035587505,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp7g03680,interacts with,Mp4g00180,Mp7g03680,0.972402427,0.00525517,0.03504869,source,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp3g14230,interacts with,Mp4g00180,Mp3g14230,0.987187507,3.30563580508425e-07,0.033561742,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp8g03650,interacts with,Mp4g00180,Mp8g03650,0.862964984,3.30563580508425e-07,0.032778486,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp1g24740,interacts with,Mp4g00180,Mp1g24740,0.940746862,4.77781991630177e-05,0.032594872,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp2g03250,interacts with,Mp4g00180,Mp2g03250,0.95163627,0.00525517,0.032406618,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp6g00460,interacts with,Mp4g00180,Mp6g00460,1.010777468,0.000519722,0.031952,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp2g13850,interacts with,Mp4g00180,Mp2g13850,0.941637846,0.049115235,0.031829119,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp3g03660,interacts with,Mp4g00180,Mp3g03660,0.996066391,0,0.031717532,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp6g01270,interacts with,Mp4g00180,Mp6g01270,0.841893128,3.30563580508425e-07,0.030692591,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp2g09490,interacts with,Mp4g00180,Mp2g09490,0.8189008,0.00525517,0.030394341,RNA-seq,WRKY,NA,source,source
Mp4g00180 (interacts with) Mp1g27990,interacts with,Mp4g00180,Mp1g27990,0.938848642,4.10292818320279e-06,0.030127269,RNA-seq,WRKY,NA,source,source
Mp4g21220 (interacts with) Mp6g04480,interacts with,Mp4g21220,Mp6g04480,0.988263816,0,0.073771451,,GARP,NA,,
Mp4g21220 (interacts with) Mp2g19860,interacts with,Mp4g21220,Mp2g19860,1.020368287,0,0.069123804,,GARP,NA,,
Mp4g21220 (interacts with) Mp4g22620,interacts with,Mp4g21220,Mp4g22620,1.150539807,2.50863130268897e-08,0.068643482,,GARP,NA,,
Mp4g21220 (interacts with) Mp6g10520,interacts with,Mp4g21220,Mp6g10520,0.902409242,0,0.067293062,,GARP,NA,,
Mp4g21220 (interacts with) Mp7g02060,interacts with,Mp4g21220,Mp7g02060,1.036542686,0,0.066458028,,GARP,NA,,
Mp4g21220 (interacts with) Mp3g20100,interacts with,Mp4g21220,Mp3g20100,0.968984707,0.00525517,0.065862768,,GARP,NA,,
Mp4g21220 (interacts with) Mp8g10000,interacts with,Mp4g21220,Mp8g10000,0.903009401,0.049115235,0.065785715,,GARP,NA,,
Mp4g21220 (interacts with) Mp4g06220,interacts with,Mp4g21220,Mp4g06220,1.084236096,0,0.064893244,,GARP,NA,,
Mp4g21220 (interacts with) Mp2g20430,interacts with,Mp4g21220,Mp2g20430,0.927357551,2.50863130268897e-08,0.064228383,,GARP,NA,,
Mp4g21220 (interacts with) Mp2g00260,interacts with,Mp4g21220,Mp2g00260,0.858227756,1.2337530996831e-10,0.063340289,,GARP,NA,,
Mp4g21220 (interacts with) Mp5g06150,interacts with,Mp4g21220,Mp5g06150,0.917738794,0.00525517,0.059709761,,GARP,NA,,
Mp4g21220 (interacts with) Mp4g02110,interacts with,Mp4g21220,Mp4g02110,0.931224038,0.00525517,0.057712553,,GARP,NA,,
Mp4g21220 (interacts with) Mp1g10970,interacts with,Mp4g21220,Mp1g10970,1.019637373,4.10292818320279e-06,0.057548795,,GARP,NA,,
Mp4g21220 (interacts with) Mp4g07520,interacts with,Mp4g21220,Mp4g07520,1.082891238,0,0.055923635,,GARP,NA,,
Mp4g21220 (interacts with) Mp8g09430,interacts with,Mp4g21220,Mp8g09430,1.058625284,0,0.054971798,,GARP,NA,,
Mp4g21220 (interacts with) Mp8g16400,interacts with,Mp4g21220,Mp8g16400,1.055748931,0,0.054471513,,GARP,NA,,
Mp4g21220 (interacts with) Mp4g19370,interacts with,Mp4g21220,Mp4g19370,0.891280396,1.80950454620188e-09,0.054317441,,GARP,NA,,
Mp4g21220 (interacts with) Mp6g17310,interacts with,Mp4g21220,Mp6g17310,0.939169655,0.000519722,0.053838551,,GARP,NA,,
Mp4g21220 (interacts with) Mp1g24470,interacts with,Mp4g21220,Mp1g24470,0.927376664,4.77781991630177e-05,0.053679967,,GARP,NA,,
Mp4g21220 (interacts with) Mp5g23080,interacts with,Mp4g21220,Mp5g23080,0.970955971,3.30563580508425e-07,0.051341279,,GARP,NA,,
Mp4g21220 (interacts with) Mp4g23420,interacts with,Mp4g21220,Mp4g23420,0.881763693,0.00525517,0.049584803,,GARP,NA,,
Mp4g21220 (interacts with) Mp1g07250,interacts with,Mp4g21220,Mp1g07250,1.109424574,0,0.049360757,,GARP,NA,,
Mp4g21220 (interacts with) Mp1g13440,interacts with,Mp4g21220,Mp1g13440,0.966008016,0,0.049228942,,GARP,NA,,
Mp4g21220 (interacts with) Mp7g17880,interacts with,Mp4g21220,Mp7g17880,1.069789121,0,0.049217735,,GARP,NA,,
Mp4g21220 (interacts with) Mp3g00110,interacts with,Mp4g21220,Mp3g00110,1.020926759,0,0.049009722,,GARP,NA,,
Mp4g21220 (interacts with) Mp2g00990,interacts with,Mp4g21220,Mp2g00990,0.89164681,1.80950454620188e-09,0.048419866,,GARP,NA,,
Mp4g21220 (interacts with) Mp1g05090,interacts with,Mp4g21220,Mp1g05090,0.909263218,0.000519722,0.047267175,,GARP,NA,,
Mp4g21220 (interacts with) Mp3g24330,interacts with,Mp4g21220,Mp3g24330,1.087554561,0,0.0472545,,GARP,NA,,
Mp4g21220 (interacts with) Mp7g15030,interacts with,Mp4g21220,Mp7g15030,1.082349579,4.10292818320279e-06,0.047122793,,GARP,NA,,
Mp4g21220 (interacts with) Mp2g10720,interacts with,Mp4g21220,Mp2g10720,0.88104393,0.049115235,0.046824313,,GARP,NA,,
Mp4g21220 (interacts with) Mp7g03660,interacts with,Mp4g21220,Mp7g03660,0.901686054,0,0.046104575,,GARP,NA,,
Mp4g21220 (interacts with) Mp1g15590,interacts with,Mp4g21220,Mp1g15590,0.927282255,0.049115235,0.045834515,,GARP,NA,,
Mp4g21220 (interacts with) Mp5g20380,interacts with,Mp4g21220,Mp5g20380,1.114398573,4.10292818320279e-06,0.045506609,,GARP,NA,,
Mp4g21220 (interacts with) Mp1g28320,interacts with,Mp4g21220,Mp1g28320,1.028152552,0.000519722,0.044837406,,GARP,NA,,
Mp4g21220 (interacts with) Mp4g11020,interacts with,Mp4g21220,Mp4g11020,1.048094238,1.80950454620188e-09,0.044115746,,GARP,NA,,
Mp4g21220 (interacts with) Mp1g08290,interacts with,Mp4g21220,Mp1g08290,0.919476823,0.000519722,0.043461354,,GARP,NA,,
Mp4g21220 (interacts with) Mp2g14670,interacts with,Mp4g21220,Mp2g14670,1.104671483,0,0.043198308,,GARP,NA,,
Mp4g21220 (interacts with) Mp2g08650,interacts with,Mp4g21220,Mp2g08650,0.980403823,0,0.0429108,,GARP,NA,,
Mp4g21220 (interacts with) Mp1g20280,interacts with,Mp4g21220,Mp1g20280,1.043998304,0,0.042892481,,GARP,NA,,
Mp4g21220 (interacts with) Mp5g11110,interacts with,Mp4g21220,Mp5g11110,1.033251099,4.10292818320279e-06,0.0427966,,GARP,NA,,
Mp4g21220 (interacts with) Mp6g17320,interacts with,Mp4g21220,Mp6g17320,0.937141366,4.77781991630177e-05,0.042112519,,GARP,NA,,
Mp4g21220 (interacts with) Mp8g13780,interacts with,Mp4g21220,Mp8g13780,1.040260314,0,0.040838465,,GARP,NA,,
Mp4g21220 (interacts with) Mp1g06930,interacts with,Mp4g21220,Mp1g06930,1.004706494,0,0.040573023,,GARP,NA,,
Mp4g21220 (interacts with) Mp6g01870,interacts with,Mp4g21220,Mp6g01870,0.825800828,0.049115235,0.040384874,,GARP,NA,,
Mp4g21220 (interacts with) Mp8g17360,interacts with,Mp4g21220,Mp8g17360,0.937693823,1.80950454620188e-09,0.038877531,,GARP,NA,,
Mp4g21220 (interacts with) Mp5g12480,interacts with,Mp4g21220,Mp5g12480,0.918101417,0,0.038075152,,GARP,AP2/ERF,,
Mp4g21220 (interacts with) Mp5g19710,interacts with,Mp4g21220,Mp5g19710,1.025813732,0,0.037954438,,GARP,NA,,
Mp4g21220 (interacts with) Mp3g15760,interacts with,Mp4g21220,Mp3g15760,0.969338631,0.00525517,0.03722692,,GARP,NA,,
Mp4g21220 (interacts with) Mp6g12900,interacts with,Mp4g21220,Mp6g12900,1.026956731,2.50863130268897e-08,0.036684096,,GARP,NA,,
Mp4g21220 (interacts with) Mp3g01610,interacts with,Mp4g21220,Mp3g01610,1.009701222,0,0.036568192,,GARP,NA,,
Mp4g21220 (interacts with) Mp4g00150,interacts with,Mp4g21220,Mp4g00150,0.885424908,0,0.036321715,,GARP,NA,,
Mp4g21220 (interacts with) Mp4g03380,interacts with,Mp4g21220,Mp4g03380,1.056398,0.049115235,0.034804006,,GARP,NA,,
Mp4g21220 (interacts with) Mp6g08550,interacts with,Mp4g21220,Mp6g08550,0.950154672,4.10292818320279e-06,0.034136339,,GARP,NA,,
Mp4g21220 (interacts with) Mp3g21880,interacts with,Mp4g21220,Mp3g21880,0.927543058,1.80950454620188e-09,0.033920805,,GARP,NA,,
Mp4g21220 (interacts with) Mp7g05330,interacts with,Mp4g21220,Mp7g05330,1.084978678,0.049115235,0.03369211,,GARP,NA,,
Mp4g21220 (interacts with) Mp6g08170,interacts with,Mp4g21220,Mp6g08170,1.007678653,0,0.033342644,,GARP,NA,,
Mp4g21220 (interacts with) Mp3g15450,interacts with,Mp4g21220,Mp3g15450,1.051612774,0.00525517,0.032964086,,GARP,NA,,
Mp4g21220 (interacts with) Mp6g05670,interacts with,Mp4g21220,Mp6g05670,1.013231281,0.000519722,0.03191125,,GARP,NA,,
Mp4g21220 (interacts with) Mp3g25320,interacts with,Mp4g21220,Mp3g25320,1.013003876,4.77781991630177e-05,0.030383824,,GARP,NA,,
Mp4g21220 (interacts with) Mp1g24060,interacts with,Mp4g21220,Mp1g24060,0.91704251,0.049115235,0.030240478,,GARP,NA,,
Mp1g09500 (interacts with) Mp4g14080,interacts with,Mp1g09500,Mp4g14080,0.863724103,0.00525517,0.045997203,,IDD-related,NA,,
Mp1g09500 (interacts with) Mp1g06600,interacts with,Mp1g09500,Mp1g06600,0.936663698,0.000519722,0.044067203,,IDD-related,NA,,
Mp1g09500 (interacts with) Mp7g01400,interacts with,Mp1g09500,Mp7g01400,1.044392629,4.10292818320279e-06,0.041421022,,IDD-related,NA,,
Mp1g09500 (interacts with) Mp7g01270,interacts with,Mp1g09500,Mp7g01270,0.953337126,2.50863130268897e-08,0.040429246,,IDD-related,NA,,
Mp1g09500 (interacts with) Mp5g18490,interacts with,Mp1g09500,Mp5g18490,0.992484635,0.00525517,0.040046051,,IDD-related,NA,,
Mp1g09500 (interacts with) Mp2g07060,interacts with,Mp1g09500,Mp2g07060,1.037959506,3.30563580508425e-07,0.03861381,,IDD-related,NA,,
Mp1g09500 (interacts with) Mp8g07170,interacts with,Mp1g09500,Mp8g07170,1.022430757,4.10292818320279e-06,0.038115532,,IDD-related,NA,,
Mp1g09500 (interacts with) Mp1g11700,interacts with,Mp1g09500,Mp1g11700,1.02585705,0,0.037211101,,IDD-related,NA,,
Mp1g09500 (interacts with) Mp5g07950,interacts with,Mp1g09500,Mp5g07950,0.896616066,2.50863130268897e-08,0.036025334,,IDD-related,NA,,
Mp1g09500 (interacts with) Mp3g08375,interacts with,Mp1g09500,Mp3g08375,1.035473295,0.049115235,0.035820405,,IDD-related,NA,,
Mp1g09500 (interacts with) Mp4g15420,interacts with,Mp1g09500,Mp4g15420,0.915724291,2.50863130268897e-08,0.035530863,,IDD-related,NA,,
Mp1g09500 (interacts with) Mp3g21310,interacts with,Mp1g09500,Mp3g21310,0.988217073,2.50863130268897e-08,0.033792834,,IDD-related,NA,,
Mp1g09500 (interacts with) Mp7g05240,interacts with,Mp1g09500,Mp7g05240,0.992859509,0.000519722,0.033150662,,IDD-related,NA,,
Mp1g09500 (interacts with) Mp2g12900,interacts with,Mp1g09500,Mp2g12900,1.022784944,1.2337530996831e-10,0.032739625,,IDD-related,NA,,
Mp1g09500 (interacts with) Mp6g01410,interacts with,Mp1g09500,Mp6g01410,1.022461698,0.000519722,0.032550724,,IDD-related,NA,,
Mp1g09500 (interacts with) Mp1g20770,interacts with,Mp1g09500,Mp1g20770,0.95728391,4.10292818320279e-06,0.032401816,,IDD-related,NA,,
Mp1g09500 (interacts with) Mp3g03130,interacts with,Mp1g09500,Mp3g03130,1.036453482,4.77781991630177e-05,0.032202464,,IDD-related,NA,,
Mp1g09500 (interacts with) Mp2g06030,interacts with,Mp1g09500,Mp2g06030,1.003355661,4.77781991630177e-05,0.031911594,,IDD-related,NA,,
Mp1g09500 (interacts with) Mp7g11410,interacts with,Mp1g09500,Mp7g11410,1.019493125,2.50863130268897e-08,0.031402373,,IDD-related,NA,,
Mp1g09500 (interacts with) Mp3g04300,interacts with,Mp1g09500,Mp3g04300,0.95959911,0.00525517,0.03083337,,IDD-related,NA,,
Mp1g09500 (interacts with) Mp3g07260,interacts with,Mp1g09500,Mp3g07260,1.05319129,0.049115235,0.030598163,,IDD-related,NA,,
Mp1g09500 (interacts with) Mp7g04070,interacts with,Mp1g09500,Mp7g04070,1.006976726,3.30563580508425e-07,0.030435183,,IDD-related,NA,,
Mp1g09500 (interacts with) Mp1g00620,interacts with,Mp1g09500,Mp1g00620,0.993340213,0.000519722,0.030329277,,IDD-related,NA,,
Mp1g09500 (interacts with) Mp3g20070,interacts with,Mp1g09500,Mp3g20070,0.947588459,4.77781991630177e-05,0.03008308,,IDD-related,NA,,
Mp1g06180 (interacts with) Mp6g20080,interacts with,Mp1g06180,Mp6g20080,0.927275281,0.000519722,0.079999248,RNA-seq,Trihelix,NA,source,source
Mp1g06180 (interacts with) Mp4g13780,interacts with,Mp1g06180,Mp4g13780,1.059937564,0,0.069572695,RNA-seq,Trihelix,NA,source,source
Mp1g06180 (interacts with) Mp1g29480,interacts with,Mp1g06180,Mp1g29480,0.917863331,0.00525517,0.059291677,RNA-seq,Trihelix,NA,source,source
Mp1g06180 (interacts with) Mp5g13490,interacts with,Mp1g06180,Mp5g13490,1.048441573,3.30563580508425e-07,0.050119142,RNA-seq,Trihelix,NA,source,source
Mp1g06180 (interacts with) Mp1g08755,interacts with,Mp1g06180,Mp1g08755,1.048059386,0,0.049819781,RNA-seq,Trihelix,NA,source,source
Mp1g06180 (interacts with) Mp4g19600,interacts with,Mp1g06180,Mp4g19600,0.987129528,0.049115235,0.049026958,RNA-seq,Trihelix,NA,source,source
Mp1g06180 (interacts with) Mp4g15420,interacts with,Mp1g06180,Mp4g15420,0.992552457,0.00525517,0.048993781,RNA-seq,Trihelix,NA,source,source
Mp1g06180 (interacts with) Mp4g18010,interacts with,Mp1g06180,Mp4g18010,1.007578305,1.80950454620188e-09,0.048736956,RNA-seq,Trihelix,NA,source,source
Mp1g06180 (interacts with) Mp5g16060,interacts with,Mp1g06180,Mp5g16060,1.004846262,0.000519722,0.048113571,RNA-seq,Trihelix,NA,source,source
